transliteration,translation,source_file,norm
na-as-pè-er-ta-kà sa-ma-am la i-mu-a,(but) he refuses to hear your message.,akkadian-translation.csv,naaspeertaka samaam la imua
na-áš-pè-er-ta-k[à ...] ša-ma-am : lá i-mu-a,He refuses to hear your missive [...],akkadian-translation.csv,naaspeertaka samaam la imua
na-áš-pé-er-tám ša [um-me-a-ni] IGI a-ni-ú-tim : ší-me-ma : a-[na me-er-e] ša-lim-A-šur : lá ta-tù-a[r ...],"listen to the missive from the investors before these witnesses, and do not raise claim against šalim-Aššur's sons.",akkadian-translation.csv,naaspeertam sa ummeani igi aniutim simema ana meere salimasur la tatuar
na-áš-pé-er-tám ša um-me-a-ni IGI a-ni-ú-tim ší-me-ma a-na me-er-e ša-lim-a-šur lá ta-tù-ar,"Listen to the missive from the investors before these witnesses, and do not raise claim against Šalim-Aššur's sons.",phucthaiv02_oa_sentences.csv,naaspeertam sa ummeani igi aniutim simema ana meere salimasur la tatuar
ni-di a-hi la ta-ra-as-Si,do not be slow!,akkadian-translation.csv,nidi ahi la taraassi
ni-di a-hi la ta-ra-as-ši,You shall not show yourself negligent.,akkadian-translation.csv,nidi ahi la taraassi
ni-ip-lá-ah-ma E-na-na-tum ú a-na-ku hu-ur-šam ni-ip-té-e-ma i-na ta-ma-lá-ki-kà ṭup-pá-am ša ku-nu-ki-šu nu-šé-li-ma ni-dí-šu-um,"Since we became afraid, Ennanatum and I myself, we opened the storeroom and took out of your tablet coffer the tablet with his seal, which we gave him.",akkadian-translation.csv,niiplaahma enanatum u anaku huursam niipteema ina tamalakika tuppaam sa kunukisu nuselima nidisuum
ni-ip-lá-aḫ-ma e-na-na-tum ú a-na-ku ḫu-ur-šam ni-ip-té-e-ma i-na ta-ma-lá-ki-kà ṭup-pá-am ša ku-nu-ki-šu nu-šé-li-ma ni-dí-šu-um,"Since we became afraid, Ennānātum and I myself, we opened the storeroom and took out of your tablet coffer the tablet with his seal, which we gave him.",phucthaiv02_oa_sentences.csv,niiplaahma enanatum u anaku huursam niipteema ina tamalakika tuppaam sa kunukisu nuselima nidisuum
pá-ni i-li-kà : lá ta-šé-e,You do not seek your god’s face.,akkadian-translation.csv,pani ilika la tasee
pá-ni i-li-kà lá ta-šé-e,you do not seek the face of your god!,akkadian-translation.csv,pani ilika la tasee
qá-dí a-hi-a-ma šé-a-ni,Sue me together with my brothers.,akkadian-translation.csv,qadi ahiama seani
qá-dí a-ḫi-a-ma šé-a-ni,Sue me together with my brothers.,phucthaiv02_oa_sentences.csv,qadi ahiama seani
ša A-mur-Ištar,Concerning Amur-Ištar.,akkadian-translation.csv,sa amuristar
ša a-mur-IŠTAR,Concerning Amur-Ištar.,phucthaiv02_oa_sentences.csv,sa amuristar
ša a-na gam-ra-tim a-na ša ni-iš A-limki i-tù-ra-ku-ni ta-lá-kam-ma a-dí MU.1.šÈ a-wa-tám a-na É a-bi-kà : ta-da-an,"Since he raised claim against you for everything that had been sworn by the City, you are to come and within 1 year you are to open the case for your paternal house.",akkadian-translation.csv,sa ana gamratim ana sa niis alimki iturakuni talakamma adi mu1se awatam ana e abika tadaan
ša a-na gam-ra-tim a-na ša ni-iš A-limki i-tù-ra-ku-ni ta-lá-kam-ma a-dí MU.1.ŠÈ a-wa-tám a-na É a-bi-kà : ta-da-an,"Since he (i.e. Šu-Bēlum) raised claim against you for everything that had been sworn by the City, you are to come and within 1 year you are to open the case for your paternal house.",akkadian-translation.csv,sa ana gamratim ana sa niis alimki iturakuni talakamma adi mu1se awatam ana e abika tadaan
ša ba-ri-n[i] li-li-kam-ma [G]ÍR ša A-[šur l]i-it-ma-ma ša-du-a-sú nu-ta-ar,and let somebody who is one of us come here to swear an oath by Aššur's dagger then we will give his šaddu®utu-tax back.,akkadian-translation.csv,sa barini lilikamma gir sa asur liitmama saduasu nutaar
sa ba-ri-[ni] li-li-kam-ma [GI]R sa A-[sur] li-it-ma-ma sa-du-a-su nu-ta-ar,"our peer may come here and take an oath by the dagger of divine Assur, and then we may return his saddu'atum.",akkadian-translation.csv,sa barini lilikamma gir sa asur liitmama saduasu nutaar
ša I-na-Sú-in LUGAL-dIM mì-ma lá ub-lam,šar-Adad has not brought anything belonging to Enna-Suen.,akkadian-translation.csv,sa inasuin lugaldim mima la ublam
ša i-na-sú-in LUGAL-(d)IM mì-ma lá ub-lam,Šar-Adad has not brought anything belonging to Enna-Suen.,phucthaiv02_oa_sentences.csv,sa inasuin lugaldim mima la ublam
sa ki-ma a bi4-raï a-qâ-ra-be-tins nu-sé-ri-ib ma [k]i-m.a É ku-nu-ki tup-pu a kit-lit-ma sa-sa-ru,"We have had our father's representatives enter the interior of the house and they found that the strong room, the tablets and everything else were well guarded.",akkadian-translation.csv,sa kima a bi4rai aqarabetins nuseriib ma kima e kunuki tuppu a kitlitma sasaru
sa ki-ma a bi4-raï a-qâ-ra-be-tins nu-sé-ri-ib ma [k]i-m.a É ku-nu-ki tup-pu a kit-/lit-ma ša-sa-ru,"We brought our father's representatives into the interior of the house and (they saw) that the strong room, the tablets, and everything else were well guarded.",akkadian-translation.csv,sa kima a bi4rai aqarabetins nuseriib ma kima e kunuki tuppu a kitlitma sasaru
[ša lá ú-ta-e-]ru i-ša-ri-iq-/[šum],who did not return it would have it taken away by force.,akkadian-translation.csv,sa la utaeru isariiqsum
ša lá ú-ta-e-ru i-ša-ri-iq-šum,who did not return it would have it taken away by force.,phucthaiv02_oa_sentences.csv,sa la utaeru isariiqsum
ša ša-du-a-tim lá tù-ša-da-a,You may not levy the šaddu’utum-tax.,akkadian-translation.csv,sa saduatim la tusadaa
sa ša-du-a-tim la tu-sa-da-a,You may not levy the šaddu 'utum-tax,akkadian-translation.csv,sa saduatim la tusadaa
šÀ.BA 2 TÚG.HI.A : ta-áb-lu,Of that 2 textiles have been taken away.,akkadian-translation.csv,saba 2 tughia taablu
ŠÀ.BA 2 TÚG.ḪI.A ta-áb-lu,Of that 2 textiles have been taken away.,phucthaiv02_oa_sentences.csv,saba 2 tughia taablu
šÀ.BA 7 GÚ URUDU a-qú-bu-ur [a-]bi-ni ga-me-er,Thereof 7 talents of copper was used for our father’s grave.,akkadian-translation.csv,saba 7 gu urudu aqubuur abini gameer
ŠÀ.BA 7 GÚ URUDU a-qú-bu-ur a-bi-ni ga-me-er,Thereof 7 talents of copper was used for our father's grave.,phucthaiv02_oa_sentences.csv,saba 7 gu urudu aqubuur abini gameer
ša-du-a-sú nu-ta-ar,then we will give his šaddu®utu-tax back.,akkadian-translation.csv,saduasu nutaar
sa-du-a-su nu-ta-ar,then we may return his saddu'atum.,akkadian-translation.csv,saduasu nutaar
ša-lim-A-šur a-hi li-li-kam-ma iš-tí-šu ší-sí-a,"Let my brother šalim-Aššur come, and then settle with him.",akkadian-translation.csv,salimasur ahi lilikamma istisu sisia
ša-lim-a-šùr a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a,"Let my brother Šalim-Aššur come, and then settle with him.",phucthaiv02_oa_sentences.csv,salimasur ahi lilikamma istisu sisia
"sa-ma-am-ma ""su-bi-lam",Buy and send me,akkadian-translation.csv,samaamma subilam
sa-ma-a[m]-ma šu-[b]i-lam,19 buy ... for me and 20 send it to me.,akkadian-translation.csv,samaamma subilam
ší-bi šu-uk-na-šu-um-ma ù na-pá-al-tù-šu KI a-li-ki pá-nim-ma té-er-ta-ku-nu : li-li-kam.,Set witnesses against him and let your message with his answer reach me with the first traveler.,akkadian-translation.csv,sibi suuknasuumma u napaaltusu ki aliki panimma teertakunu lilikam
ší-bi šu-uk-na-šu-um-ma ù na-pá-al-tù-šu KI a-li-ki pá-nim-ma té-er-ta-ku-nu li-li-kam,Set witnesses for him and then send me word with his answer as soon as possible.,published_texts_sentences.csv,sibi suuknasuumma u napaaltusu ki aliki panimma teertakunu lilikam
ší-ru-um ša i-ri-˙u ša-áp-lá-nu-um i-tab-ku,The meat which remained they have stored below.,akkadian-translation.csv,siruum sa iriu saaplanuum itabku
ší-ru-um ša i-ri-u šá-áp-lá-nu-um i-tab-ku,The meat which remained they have ... below.,phucthaiv02_oa_sentences.csv,siruum sa iriu saaplanuum itabku
šu-Ištar a-wa-tám i-šu,"šu-Ištar raised the matter,",akkadian-translation.csv,suistar awatam isu
šu-IŠTAR a-wa-tám i-šu,Šu-Ištar raised the matter,phucthaiv02_oa_sentences.csv,suistar awatam isu
šu-ma A-bu-ša-lim lá-šu bé-el-šu le-tí-qám,"If Abu-šalim is absent, his master must travel.",akkadian-translation.csv,suma abusalim lasu beelsu letiqam
šu-ma a-bu-ša-lim lá-šu bé-el-šu le-tí-qám,"If Abu-šalim is absent, his master must travel.",phucthaiv02_oa_sentences.csv,suma abusalim lasu beelsu letiqam
[š]u-ma a-e-ma [ú-da]-pì-ir-ma [ag-ra-am ú-ga]-ar-ma [ig-re ag-ri-im ú-ma-lá],"If he goes away to somewhere else, I will hire [a hireling and he will] [compensate the wages of the hireling].",akkadian-translation.csv,suma aema udapiirma agraam ugaarma igre agriim umala
šu-ma a-e-ma ú-da-pì-ir-ma ag-ra-am ú-ga-ar-ma ig-re ag-ri-im ú-ma-lá [...],"If he goes away to somewhere else, I will hire [a hireling and he will compensate the wages of the hireling].",phucthaiv02_oa_sentences.csv,suma aema udapiirma agraam ugaarma igre agriim umala
šu-ma da-mu i-na ma-tí-kà i-ta-ab-ší dá-i-ki lu ta-du-nu-ni-a-tí-ma lu ni-du-ku,"If there is bloodshed in your land, you are to extradite the murderers to us, so that we may slay them.",akkadian-translation.csv,suma damu ina matika itaabsi daiki lu tadununiatima lu niduku
šu-ma da-mu i-na ma-tí-kà i-ta-áb-ší da-i-ki lu ta-du-nu-ni-a-tí-ma lu ni-du-ku,"when bloodshed has taken place in your country, you should give us the murderer (so that) we may kill him",akkadian-translation.csv,suma damu ina matika itaabsi daiki lu tadununiatima lu niduku
šu-ma En-na-num KÚ.BABBAR ta-da-nàm lá i-mu-a-ku-nu-tí da-na-at-ku-nu qí-bi4-a-šu-um,"If Ennªnum refuses to pay the silver, then speak forcefully to him.",akkadian-translation.csv,suma ennanum kubabbar tadanam la imuakunuti danaatkunu qibi4asuum
su-ma En-na-num KU.BABBAR ta-da-nam la i-mu-a-ku-nu-ti da-na-at-ku-nu qi-bi4-a-su-um,"If Ennanum refuses to pay the silver to you, then speak severely to him.",akkadian-translation.csv,suma ennanum kubabbar tadanam la imuakunuti danaatkunu qibi4asuum
šu-ma : I-dí-a-bu-um a-na Kà-ni-ìš : i-ta-lá-ak-ma ša-ma-a : lá tù-ta-e-er 53 1/2 ma-na KÙ.BABBAR a-ra-šu ša a-lu-um : A-šùr : i-dí-nu-šu-ni a-na A-šùr ta-ša-qal,"If Iddin-abum has gone to Kanesh but you do not return šamªya, then you must pay his fine of 53 1/2 minas of silver to Aššur, which the city decided for him.",akkadian-translation.csv,suma idiabuum ana kaniis italaakma samaa la tutaeer 53 12 mana kubabbar arasu sa aluum asur idinusuni ana asur tasaqal
su-ma I-di-a-bu-um a-na Ka-ni-is i-ta-la-ak-ma Sa-ma-a la tu-ta-e-er 53 1/2 ma-na KU.BABBAR a-ra-su sa a-lu-um A-sur i-di-nu-su-ni a-na A-sur ta-sa-qal,"If Iddin-abum has gone to Kanesh but you do not return Samaya, then you must pay his fine of 53 1/2 minas of silver to Assur, which the city decided for him.",akkadian-translation.csv,suma idiabuum ana kaniis italaakma samaa la tutaeer 53 12 mana kubabbar arasu sa aluum asur idinusuni ana asur tasaqal
su-ma i-Kà-ni-is i-là-qi-û qd-ti li-qi-ma ku-nu-uk-si-ma li-bi4 si,"If one is `taking' (it) in Kaniš, `take' my share (there), put it under seal and let it remain in store",akkadian-translation.csv,suma ikaniis ilaqiu qdti liqima kunuuksima libi4 si
šu-ma i-Kà-ni-is i-là-qi-û qd-ti li-qi-ma ku-nu-uk-si-ma li-bi4 si,"If one is `taking' (it) in Kaniš, `take' my share (there), put it under seal and let it remain in store",akkadian-translation.csv,suma ikaniis ilaqiu qdti liqima kunuuksima libi4 si
šu-ma i-tù-ru lá-am-nu-ut A-na : A-šùr ru-ba-im ù GAL sí-ki-tim,"If they raise claim, it is an evil against Anna, Aššur, the king and the rabi sikkitim.",akkadian-translation.csv,suma ituru laamnuut ana asur rubaim u gal sikitim
šu-ma i-tù-ru lá-am-nu-ut a-na a-šùr ru-ba-im ù GAL sí-ki-tim,"If they raise claim, it is an evil against Anna, Aššur, the king and the rabi sikkitim.",phucthaiv02_oa_sentences.csv,suma ituru laamnuut ana asur rubaim u gal sikitim
šu-ma ša ki-ma Im-dí-dan ù Ku-zi-a a-na šál-ma-A-šùr a-na 7 ma-na 7 GÍN A[N.NA] i-tù-ru Dan-A-šù[r] DUMU Ir-nu-id ú-ba-áb-šu,"If Imd‰-dan’s representatives and Kuziya claim the 7 minas 7 shekels of tin from šalim-Aššur, Dan-Aššur son of Irnuid will clear him.",akkadian-translation.csv,suma sa kima imdidan u kuzia ana salmaasur ana 7 mana 7 gin anna ituru danasur dumu irnuid ubaabsu
šu-ma ša ki-ma im-dí-dan ù ku-zi-a a-na šál-ma-a-šùr a-na 7 ma-na 7 GÍN AN.NA i-tù-ru dan-a-šùr DUMU ir-nu-id ú-ba-áb-šu,"If Imdī-dan's representatives and Kuziya claim the 7 minas 7 shekels of tin from Šalim-Aššur, Dan-Aššur son of Irnuid will clear him.",phucthaiv02_oa_sentences.csv,suma sa kima imdidan u kuzia ana salmaasur ana 7 mana 7 gin anna ituru danasur dumu irnuid ubaabsu
su-ma-me-en Pn 17 rwa-ar-kà-su-nu i-li ik-ma 18KÙ . BABBAR i~-sa--as q%2l5 -~.~- nu 191 à-me-en I siG5,"had Pn run after them and made them pay the silver, then that would not have been good",akkadian-translation.csv,sumameen pn 17 rwaarkasunu ili ikma 18ku babbar isaas q2l5 nu 191 ameen i sig5
šu-ma-me-en Pn 17 rwa-ar-kà-su-nu i-li ik-ma 18KÙ . BABBAR i~-sa--as q%2l5 -~.~- nu 191 à-me-en I siG5,"If Pn had run after them and made them pay the silver, then that would not have been good.",akkadian-translation.csv,sumameen pn 17 rwaarkasunu ili ikma 18ku babbar isaas q2l5 nu 191 ameen i sig5
ta-as-pu-ra-am um-ma a-ta-ma,"You have written to me, as follows:",akkadian-translation.csv,taaspuraam umma atama
ta-áš-pu-ra-am um-ma a-ta-ma,You wrote me as follows:,akkadian-translation.csv,taaspuraam umma atama
TÚG.HI.A ša A-lá-hu-um i-na pá-zu-ur-tim ú-šé-tí-qá-ni i-na ku-nu-ki-šu-nu li-ib-ší<-ú>,The textiles that Ali-ahum transported from the smuggling must remain under seal.,akkadian-translation.csv,tughia sa alahuum ina pazuurtim usetiqani ina kunukisunu liibsiu
TÚG.ḩI.A ša a-lá-ḩu-um i-na pá-zu-ur-tim ú-šé-ṭí-qá-ni i-na ku-nu-ki-šu-nu li-ib-ší-ú,The textiles that Ali-ahum transported from the smuggling must remain under their seals.,phucthaiv02_oa_sentences.csv,tughia sa alahuum ina pazuurtim usetiqani ina kunukisunu liibsiu
ṭup-pu-um ša a-limki i-li-kam,A letter of the City has arrived.,akkadian-translation.csv,tuppuum sa alimki ilikam
ṭup-pu-um ša a-lim(ki) i-li-kam,A letter of the City has arrived.,phucthaiv02_oa_sentences.csv,tuppuum sa alimki ilikam
[ṭup-pu-u]m ša ba-áb i-lim [ša Ka-nu-ti]m,"A tablet of a sworn deposition (lit. ""of the gate of the god"") of Kannutum, the wife of IlÈ-bani;",akkadian-translation.csv,tuppuum sa baab ilim sa kanutim
ṭup-pu-um ša ba-áb i-lim ša ka-nu-tim,A tablet concerning the gate of the god of the Kanutu-woman.,phucthaiv02_oa_sentences.csv,tuppuum sa baab ilim sa kanutim
ṭup-pu-um [ ša x x x a?-š]a-at [A-da-a ša] ší-im be-tim,"a tablet about (the ...... of the wife of, 64) Adaya about the price paid for a house;",akkadian-translation.csv,tuppuum sa x x x asaat adaa sa siim betim
ṭup-pu-um ša x x x a-ša-at a-da-a ša ší-im be-tim,A tablet concerning the wife of Adaya about the price paid for a house.,phucthaiv02_oa_sentences.csv,tuppuum sa x x x asaat adaa sa siim betim
ù am!-ma ša ki-ma i-a-tí šu-dEN.LÍL ù A-mur-Ištar i-ša-ha-at a-hi-a li-zi-zu,"Then my own representatives, šu-Illil and Amur-Ištar may assist my brother.",akkadian-translation.csv,u amma sa kima iati sudenlil u amuristar isahaat ahia lizizu
ú am-ma ša ki-ma i-a-tí šu-(d)EN.LÍL ú a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a li-zi-zu,"Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother.",phucthaiv02_oa_sentences.csv,u amma sa kima iati sudenlil u amuristar isahaat ahia lizizu
ù a-na me-er-e : ša-lim-A-šur la ta-tù-ar,and you must not raise claim against šalim-Aššur's sons.,akkadian-translation.csv,u ana meere salimasur la tatuar
ù a-na me-er-e ša-lim-a-šur la ta-tù-ar,and you must not raise claim against Šalim-Aššur's sons.,phucthaiv02_oa_sentences.csv,u ana meere salimasur la tatuar
ù a-na-kam iš-tí um-[me-a-ni] lu-za-ki-ku-nu,Then I shall clear you here with the investors.,akkadian-translation.csv,u anakam isti ummeani luzakikunu
ú a-na-kam iští um-me-a-ni lu-za-ki-ku-nu,Then I shall clear you here with the investors.,phucthaiv02_oa_sentences.csv,u anakam isti ummeani luzakikunu
ú a-na-ku a-ba-ki-šu-nu-tí-ma : ba-%a-ma ša-zu-za-tù-kà : lá i-du-nu-nim,"And although I am weeping to them, your representatives will not give me as much as sand!",akkadian-translation.csv,u anaku abakisunutima baama sazuzatuka la idununim
u a-na-ku a-ba-ki-su-nu-ti-ma : ba-~a-ma sa-zu-za-tù-kà : la i-du-nu-nim,"so I, I implore them and your representatives do not even give me sand.",akkadian-translation.csv,u anaku abakisunutima baama sazuzatuka la idununim
ù e-ma-sú-um ša 10 qé-e iš-tí En-um-A-šùr DUMU ší-ip-ri-im i-na Té-ga-ra-ma i-ba-ší,"And one emasum with a capacity of ten quarts is with Ennum-Aššur, the son of the messenger, in Tegarama.",akkadian-translation.csv,u emasuum sa 10 qee isti enumasur dumu siipriim ina tegarama ibasi
ù e-ma-sú-um ša 10 qé-e iš-tí en-um-a-šùr DUMU ší-ip-ri-im i-na té-ga-ra-ma i-ba-ší,"And one emasum with a capacity of 10 quarts is with Ennum-Assur, the son of the messenger, in Tegarama.",phucthaiv02_oa_sentences.csv,u emasuum sa 10 qee isti enumasur dumu siipriim ina tegarama ibasi
ú ep-ru-um a-na qá-qí-dí-a ša-áp-ku,and I am in great despair (lit. ‘my head is covered by dust’),akkadian-translation.csv,u epruum ana qaqidia saapku
u ep-ru-um a-na qa-qi-di-a sa-ap-ku,and I am in great despair (lit. 'my head is covered by dust'),akkadian-translation.csv,u epruum ana qaqidia saapku
ù i-dí-in da-a-ni Ku-ra-ma KÙ.BABBAR i-ša-qal,"and by the verdict of the judges, Kura shall now pay the silver.",akkadian-translation.csv,u idiin daani kurama kubabbar isaqal
ù i-di-in da-a-ni : Ku-ra-ma KÙ.BABBAR i-sa-qal,"And according to the verdict of the judges, Kura himself will pay the silver.",akkadian-translation.csv,u idiin daani kurama kubabbar isaqal
ú ku-nu-tí lu nu-ša-hi-it-/ku-nu,"And as for you, let us settle your affairs.",akkadian-translation.csv,u kunuti lu nusahiitkunu
ú ku-nu-tí lu nu-ša-ḫi-it-ku-nu,"And as for you, let us settle your affairs.",phucthaiv02_oa_sentences.csv,u kunuti lu nusahiitkunu
ù né-nu [a-wa-tám] nu-ta-er-ma um-ma né-nu-[ma a]-wa-tù-š[u-nu ga-am]-ra,"and then it was us who rebuffed the matter, saying: “Their case is closed.”",akkadian-translation.csv,u nenu awatam nutaerma umma nenuma awatusunu gaamra
ù né-nu a-wa-tám nu-ta-er-ma um-ma né-nu-ma a-wa-tù-šu-nu ga-am-ra,"and then we rebuffed the matter, saying: ""Their case is closed.""",phucthaiv02_oa_sentences.csv,u nenu awatam nutaerma umma nenuma awatusunu gaamra
ù ša-lim-A-šur a-na hu-bu-ul I-ba-a-a a-bi-šu-nu : a-na I-dí-Sú-in ù a-hi-šu : DUMU I-ba-a-a ù-lá i-tù-wa-ar-šu-nu-tí,And šalim-Aššur must not raise claim against Iddin-Suen or his brother for the debt of their father Ibaya.,akkadian-translation.csv,u salimasur ana hubuul ibaaa abisunu ana idisuin u ahisu dumu ibaaa ula ituwaarsunuti
ù ša-lim-a-šur a-na ḫu-bu-ul i-ba-a-a a-bi-šu-nu a-na i-dí-sú-in ù a-ḫi-šu DUMU i-ba-a-a ù-lá i-tù-wa-ar-šu-nu-tí,And Šalim-Aššur must not raise claim against Iddin-Suen or his brother for the debt of their father Ibaya.,phucthaiv02_oa_sentences.csv,u salimasur ana hubuul ibaaa abisunu ana idisuin u ahisu dumu ibaaa ula ituwaarsunuti
ù šu-ma ta-áš-bi-tí qá-tí i-du-nu-[ni]-ku-nu-[tí] le-qé-a,"And if they will give you the full payment on my share, then take it.",akkadian-translation.csv,u suma taasbiti qati idununikunuti leqea
ù šu-ma ta-áš-bi-tí qá-tí i-du-nu-ni-ku-nu-tí le-qé-a,"And if they will give you the full payment on my share, then take it.",phucthaiv02_oa_sentences.csv,u suma taasbiti qati idununikunuti leqea
[ú]-lá pu-ru-us ú-lá [šé]-ší-ib,"""Either decide or convene!""",akkadian-translation.csv,ula puruus ula sesiib
ú-lá pu-ru-us ú-lá šé-sí-ib,Either decide or convene!,akkadian-translation.csv,ula puruus ula sesiib
ú-la ta-t[ù-ar-ma] mì-ma la ta-na-pu-uš,do not raise claim and do not complain at all.”,akkadian-translation.csv,ula tatuarma mima la tanapuus
ú-la ta-tù-ar-ma mì-ma la ta-na-pu-uš,Do not raise claim and do not complain at all.,phucthaiv02_oa_sentences.csv,ula tatuarma mima la tanapuus
um-ma a-hu-šu-ma né-nu ú-lá ni-tù-ra-kum,"His brothers said: “As for us, we have no claims against you.”",akkadian-translation.csv,umma ahusuma nenu ula niturakum
um-ma a-ḫu-šu-ma né-nu ú-lá ni-tù-ra-kum,"His brothers said 'As for us, we have no claims against you.'",phucthaiv02_oa_sentences.csv,umma ahusuma nenu ula niturakum
um-ma A-mur-İštar-ma,Amur-Ištar answered thus:,akkadian-translation.csv,umma amuristarma
um-ma A-mur-Ištar-ma,Amur-Ištar said:,akkadian-translation.csv,umma amuristarma
um-ma A-mur-Ištar-ma a-na-ku a-šé-e-kà ú-ul a-ta ta-šé-e-a-ni,"Amur-Ištar continued: “It is I who am suing you, not you who are suing me.”",akkadian-translation.csv,umma amuristarma anaku aseeka uul ata taseeani
um-ma a-mur-IŠTAR-ma a-na-ku a-šé-e-kà ú-ul a-ta ta-šé-e-a-ni,"Amur-Ištar continued: ""It is I who am suing you, not you who are suing me.""",phucthaiv02_oa_sentences.csv,umma amuristarma anaku aseeka uul ata taseeani
um-ma A-mur-Ištar-ma qá-i ÌR li-li-kam,Amur-Ištar then said: “Wait until the slave has come here.”,akkadian-translation.csv,umma amuristarma qai ir lilikam
um-ma a-mur-IŠTAR-ma qá-i ÌR li-li-kam,"Amur-Ištar then said: ""Wait until the slave has come here.""",phucthaiv02_oa_sentences.csv,umma amuristarma qai ir lilikam
um-ma A-šùr-iš-tí-kál-ma a-ša-qá-lá-kum,Aššuriš-tikal answered: “I shall pay you.”,akkadian-translation.csv,umma asuristikalma asaqalakum
um-ma a-šùr-iš-tí-kál-ma a-ša-qá-lá-kum,"Aššuriš-tikal answered: ""I shall pay you.""",phucthaiv02_oa_sentences.csv,umma asuristikalma asaqalakum
um-ma A-šùr-ma-lik ù ša-lim-A-šur a-na ša-lim-A-šur qí-bi-ma,From Aššur-malik and šalim-Aššur to šalim-Aššur:,akkadian-translation.csv,umma asurmalik u salimasur ana salimasur qibima
um-ma a-šùr-ma-lik ù ša-lim-a-šur a-na ša-lim-a-šur qí-bi-ma,From Aššur-malik and Šalim-Aššur to Šalim-Aššur:,phucthaiv02_oa_sentences.csv,umma asurmalik u salimasur ana salimasur qibima
um-ma A-šù[r-ša-dí]-li-ma a-na Ku-li-a ù A-šur-la-m[a-sí] a-na Ku-li-a qí-bi-ma,Thus says Aššur-šad-ilī to Kuliya and Aššur-lam[assÈ] and in particular to Kuliya:,akkadian-translation.csv,umma asursadilima ana kulia u asurlamasi ana kulia qibima
um-ma a-šùr-ša-dí-li-ma a-na ku-li-a ù a-šur-la-ma-sí a-na ku-li-a qí-bi-ma,Thus says Aššur-šadu-ili to Kuliya and Aššur-lamassi; to Kuliya specifically speak:,phucthaiv02_oa_sentences.csv,umma asursadilima ana kulia u asurlamasi ana kulia qibima
um-ma En-nam-A-šur-ma,Thus says Ennam-Aššur.,akkadian-translation.csv,umma ennamasurma
um-ma En-nam-A-šùr-ma,Ennam-Aššur answered:,akkadian-translation.csv,umma ennamasurma
um-ma En-nam-A-šur-ma a-na A-la-hi-im qí-bi-ma,From Ennam-Aššur to Ali-ahum:,akkadian-translation.csv,umma ennamasurma ana alahiim qibima
um-ma en-nam-a-šur-ma a-na a-la-ḫi-im qí-bi-ma,From Ennam-Aššur to Ali-ahum:,phucthaiv02_oa_sentences.csv,umma ennamasurma ana alahiim qibima
um-ma En-nam-Ištar-ma a-na En-nam-A-šùr qí-bi-ma,From Ennam-Ištar to Ennam-Aššur:,akkadian-translation.csv,umma ennamistarma ana ennamasur qibima
um-ma en-nam-IŠTAR-ma a-na en-nam-a-šùr qí-bi-ma,Thus says Ennam-Ištar: To Ennam-Aššur say.,phucthaiv02_oa_sentences.csv,umma ennamistarma ana ennamasur qibima
um-ma En-na-na-tum ri-ig-ma-am lá ni-na-dí DUMU I-na-a lá i-ša-me-e,Ennanatum said: ‘We will not file a complaint lest Innaya’s son hears about it.’,akkadian-translation.csv,umma ennanatum riigmaam la ninadi dumu inaa la isamee
um-ma en-na-na-tum ri-ig-ma-am lá ni-na-dí DUMU i-na-a lá i-ša-me-e,"Ennānātum said: ""We will not file a complaint lest Innaya's son hears about it.""",phucthaiv02_oa_sentences.csv,umma ennanatum riigmaam la ninadi dumu inaa la isamee
um-ma En-um-A-šur a-na A-la-hi-im-ma,Ennam-Aššur said to Ali-ahum:,akkadian-translation.csv,umma enumasur ana alahiimma
um-ma en-um-a-šur a-na a-la-ḫi-im-ma,Ennam-Aššur said to Ali-ahum:,phucthaiv02_oa_sentences.csv,umma enumasur ana alahiimma
um-ma En-um-A-šùr-ma,Thus says Ennum-Ashur.,akkadian-translation.csv,umma enumasurma
um-ma En-um-A-šur-ma,and he said:,akkadian-translation.csv,umma enumasurma
um-ma En-um-A-šur-ma a-na En-na-Sú-in ù DINGIR-ba-ni qí-bi-ma,From Ennam–Aššur to Enna-Suen and Ili-bªni:,akkadian-translation.csv,umma enumasurma ana ennasuin u dingirbani qibima
um-ma en-um-a-šur-ma a-na en-na-sú-in ù DINGIR-ba-ni qí-bí-ma,Thus says Ennam-Aššur to Enna-Suen and Ilī-bāni:,phucthaiv02_oa_sentences.csv,umma enumasurma ana ennasuin u dingirbani qibima
um-ma En-um-A-šùr-ma uš-kà-[in] a-na ší-par be-lí-a,"Ennam-Aššur answered: ""I submit to the messenger of my lord.",akkadian-translation.csv,umma enumasurma uskain ana sipar belia
um-ma en-um-a-šùr-ma uš-kà-in a-na ší-pár be-lí-a,"Ennam-Aššur answered: ""I submit to the messenger of my lord.",phucthaiv02_oa_sentences.csv,umma enumasurma uskain ana sipar belia
