transliteration,translation,source_file
û-WA -al-la-ku-nu-ti-m[a],He will hand you over,akkadian-translation.csv
[ k] ù . [ b a b b a ] r ta-ap-pa-la,you will pay the silver,akkadian-translation.csv
a-na nu-ri-ia-tu[m] qf-bf-ma,To Nurijatum say:,akkadian-translation.csv
um-ma dri-im—dEN.zu bé-e-el-ka-a-ma,Here (follows what) your lord Rim-Sin sends as a message:,akkadian-translation.csv
as-sum gis mâ.hi.a a-na ma-an-nu-um—[ki-ma—dutu] na-da-nim as-pu-ra-ak-kum,"Regarding the delivery of boats to Mannum-kima-Samas, I had written to you.",akkadian-translation.csv
gis mâ.hi.a û-ul ta-ad-di-in,You have not delivered the boats.,akkadian-translation.csv
"un-ne-du-uk-ki i-na a-ma-ri-i-ka 10 gis mâ.hi.a ù bi-s""i-ih-tarn s""a Pma-an-nu-um—ki-ma-dutu i-ir-ri-su-û-ka û-ul ta-ad-di-in-ma it-ti erim.hi. a sa i-mu-ut-tu na-pi-is-ta-ka","If, after reading my letter, you do not deliver the ten boats and the requirements that Mannum-kima-Samas requests from you, your life is at stake together with the people who will die.",akkadian-translation.csv
ù a-na erim.hi.a sa ma-bar VPma-an-n[u-um—ki-ma—dutu] wa-as-bu pa-ni 1 sila3.ta.àm ku-ru-u[m-m]a-tam mu-ul-li,"Furthermore: to the people who are in service with Mannum-kima-Samas, provide food rations in the full amount of one liter each!",akkadian-translation.csv
[a-n]a ra-bi-a-an ra-bi-a-an sa ki-sa-di-im,To every single village headman of the riverbank:,akkadian-translation.csv
se-um sa é . gal a-na uD.uNUki i-il-la-kam,The barley of the palace is going to Larsa.,akkadian-translation.csv
a-li-[s]a-am a-na pa-ni-su te-eq-ru-ba-tam su-up-ra-a-ma a-na uD.uNuki li-sg [a-al]-li-mu-nnim,"Send an escort village by village to meet it, and they should bring it safely to Larsa!",akkadian-translation.csv
su-û i-na-ad-di-ma a-na kiski it-t[a-al-la-ak],the person in question abandons (it) and departs for Kish,akkadian-translation.csv
ù ha-ab-ta-a-ku ii-ta-na-As-[si],furthermore he keeps crying out: 'I am robbed',akkadian-translation.csv
la as-pur-ii-su la i-du-ku-su,"I did not send him, he did not kill him!",akkadian-translation.csv
û-ul im-gu-ra-an-ni-a-ti,he did not comply with us,akkadian-translation.csv
le-a-a[m] a-na kù.babbar i[d-di-in],he sold the barley for silver,akkadian-translation.csv
Pha-zi-ip—te-lu-ub lse-am i-ri-is-ma,Hazip-Tesup has requested barley,akkadian-translation.csv
sig4 û-ul i-ba-as-si,bricks are not available,akkadian-translation.csv
dub-pi gar-ri is-tu u 4 10 .kam it ta sf am,A letter from the king was sent ten days ago,akkadian-translation.csv
1 kur i-ta-a[l-la-ak],The enemy will depart.,akkadian-translation.csv
[11]4 5.kam qf-i-su-nu-ti,Wait five days for them!,akkadian-translation.csv
dub-pa-tim nu-us-ta-na-ab-ba-la-kum-ma,We keep sending letters to you,akkadian-translation.csv
ma-ti-ma me-hi-ir dub-pi ii-ul tu-la-[...],never have you sent us an answer to a letter,akkadian-translation.csv
"qá-bi-ka û-ul ni-pu-u[""s]",Did we not act according to your command?,akkadian-translation.csv
i-na su-qf-im la-ak-na,they lie in the street,akkadian-translation.csv
a-na in-bi—i-1I-su qi-bi-ma um-ma wa-tar— d u t u -ma,2 Speak 1 to Inbi-ilisu: 3 Thus says Watar-SamaS.,akkadian-translation.csv
"dub -pi i-na a-ma-ri-i-ka lu-6 1 m a. n a k ii . b a b b a r s""a le-qé-e-em dub -pa-am sa a-wi-lim ù re-di-a-am le-qf-a-am-ma N'EN.zu—i-cif-Sa-am ta-ru-ù","5 As soon as you see my tablet, 8 take 6 even (the) one mina of silver that can be taken, 7 the tablet of the gentleman, 8 and the/a soldier, and 9 get Sin-iqisam.",akkadian-translation.csv
it-bi-a-am-ma ma-ga-al id-bu-ba-am,10 He has risen and 11 complained to me excessively;,akkadian-translation.csv
a-na du-ri-im e-re-ba-am ma-an-nu-um i-qâ-ab-bi-kum,"14 ""Who tells you 13 to enter the fortification ?""",akkadian-translation.csv
û-ul dEN . Zu— dingir nu-11-urn,15 Does not Sin-ilum belong to us ?,akkadian-translation.csv
û t[e]-er-ma ma-ga-al a-na pa-ni-ja iq-bi,18 Again a) he spoke at length before me,akkadian-translation.csv
Se-pa-s[f] S[a ad-d]u-ii ip-te-e-ma a-na bi-ti-x ii-te-er,21 he opened the sealed tags that I had fitted 22 and he brought (it/them) back to ... house.,akkadian-translation.csv
ma-ga-al gu-ul-lu-la-a-ku,24 I have been humiliated.,akkadian-translation.csv
a-na a-wi-lim qi-bi-ma dub -pa-am ù re-di-a-a[m] le-qi-a-am-ma ta-ru-11-Au,25 Speak to the gentleman and 27 take 26 the tablet and a soldier 27 and get him b) .,akkadian-translation.csv
li-ib-bi ma-di-is ha-mi-it,28 My heart is very restless;,akkadian-translation.csv
ki-ma dub -pi ta-am-ma-ru-11 x ta-bi-MA-ta-am,30 do not stay overnight 29 when you see my tablet.,akkadian-translation.csv
ip-ra-am sa-ab-ta-a-ma 5 gur dub 1i-ik-su-da-ni-i[n]-ni,"31 Get the food allowance ready, so that 32 five kor of bran/draff can reach me.",akkadian-translation.csv
a-na a-da-a qi-bi-ma urn-ma si-ip—d i s kur -ma,2 Speak 1 to Ada: 3 Thus says Sèp-Adad.,akkadian-translation.csv
d u t u ù d i S k u r aS-Sum-mi-j a a-na da-ri-a-tim li-ba-li-tù-41-ka,6 May 4 Samas and Adad 6 keep you in good health 5 forever 4 for my sake!,akkadian-translation.csv
"i-na 12 g u r z ii . l u m -su 3,3 [(x)] [g]ur im-du-ud","8 out of his 12 kor of dates 9 he has delivered 3 kor, 3 PI (...) ;",akkadian-translation.csv
"3,3 gur ba.zi na-si","10 he has expenditures of 3 kor, 3 PI.",akkadian-translation.csv
1-lf—ip-pa-al-Sà-am i-ib-ri-a-am us-te-zi ib,15 Ili-ippalsam 16 has made out a sealed document.,akkadian-translation.csv
"i-na 46,3.2.0 g u r z û .1u m 31,2.3.0 g u r im-du-ud","18 out of 46 kor, 3 PI, 2 seah of dates 19 he has delivered 31 kor, 2 PI, 3 seah;",akkadian-translation.csv
"5,2.0.o g u r b a. z i na-si","20 he has expenditures of 5 kor, 2 PI.",akkadian-translation.csv
"a-na si-it-ti 9,4.0.o g u r as-sa-sil ak-ta-la","21 For the balance a), 9 kor, 4 PI, 22 I have detained his wife.",akkadian-translation.csv
kas-ma-ha-am il-ka-la-am,23 He holds first-class beer b) in store for me.,akkadian-translation.csv
sum-ma-an ha-mu-ta/Sa-am i-Sa-tum-ma-an i-ta-ka-al-su-nu-ti,24 If (only) 25 a fire 26 had destroyed them e) 24 in a moment!,akkadian-translation.csv
10 g û r z il . < l u m > a-na hu-bu-lim at-ta-di-in,28 I have given 27 ten kor of dates as a loan.,akkadian-translation.csv
11 su-up-ra-am-ma [s]i-it-tam lu-ud-di-in,"29 But write to me, so that 30 I can give the balance a) .",akkadian-translation.csv
I-ul in-na-an-di-nu-ma 11-rd ta-ka-[la]- I su-nu-t[i],"31 Should they e) not be given, 32 you must not detain them.",akkadian-translation.csv
a-na sa-pi-ri-ia q[f-b]1-[m] . urn-ma ta-ri-ba-tu[m-ma],1 Speak to my superior: 2 Thus says Taribatum.,akkadian-translation.csv
a-na ib-ni-dutu P sag-ga-turn ù dumu-u 4- 20.kam qf-bf-ma,"To Ibni-Shamash, Saggatum and Mar-um-esra, speak:",akkadian-translation.csv
um-ma i-lu-ni-gar-rum-ma,Here is what Iluni-sharrum says:,akkadian-translation.csv
Pip-qû-dba.11 PA.PA ù su-mu um-li-ib-si us .bar a-na ma-ah-ri-ku-nu at-tar-dam,I herewith send the captain Ipqu-Bau and the weaver Sumum-libsi to you.,akkadian-translation.csv
"3 dumu. mes ha-mag-se-rum ù i-na-é-sag-fl-numun sa i-pa qf du ni ku-nu si im si-im-da-ni-im-ma i-na itu dirig s""e-gur10-kud u4 22.kam i-na ka-dingir.raki si-in-qâ-ni-im","Equip the three sons of Hamasserum and Ina-Esagil-zeri, whom they will entrust to you, and arrive at my place in Babylon on the 22nd of the 13th month!",akkadian-translation.csv
pa-nu-ku-nu u-ul i-ba-ab-ba-lu,You will receive no pardon.,akkadian-translation.csv
a-na dEN.zu-re-e qf-bf-ma,"To Sin-re, speak:",akkadian-translation.csv
um-ma dmar. tu-i-bi-su-ma,Here is what Amurrum-ibbisu says:,akkadian-translation.csv
is-tu u4 20.kam a-na urud.hi.a na-da-nim a-wi-lum û-na-hi-id-ka-ma u r u d. h i. a û-ul tu-sa-bi-lam,"Twenty days ago the master instructed you to hand over the copper tools, but you have not sent the copper tools to me.",akkadian-translation.csv
ù a-na-ku-ti ba-am-si-is aq-bi-kum-ma û-ul ta-pu-la-an-ni,"I too have told you five times, but you have not answered me.",akkadian-translation.csv
zu-bu-ul tu-za-bi-la-an-ni,You have made me wait.,akkadian-translation.csv
a . s à-lum i-lem me-e,The field has drunk water.,akkadian-translation.csv
a . s à a-na si-ip-ri-im i-ta-li-am,The field has come up again for cultivation.,akkadian-translation.csv
10 g fn ne-me-tam PA. TE . Si. me g ma-har be-el-ti bi-tim e-li-ia ir-ta-su-û,The tenant farmers have received a claim against me of ten shekels as a surcharge before the 'Mistress of the House'.,akkadian-translation.csv
10 ma-na urud . bi . a su-bi-lam,Send me ten minas of copper tools!,akkadian-translation.csv
se-er-tam-ma tù-ur-da-as-su,Send him here early in the morning!,akkadian-translation.csv
a-na du t u—ha-si-ir qi-bi-ma,Speak to Samag-basir :,akkadian-translation.csv
sû-ha-ri-ja a-wi-lum ki-ma IA-urn û-ul ti-de-e,do you not know that the man is mine?,akkadian-translation.csv
na-tù-û e-pé-sum an-nu-um sa te-pu-su,Is this that you did proper ?,akkadian-translation.csv
ma-ti-ma a-na mi-im-ma û-u1 as-pu-ra-kum,Never have I written to you about anything;,akkadian-translation.csv
a-nu-um-ma dut u —ma-gir ag-tap-ra-kum,"now, I write to you about Samas-mâgir.",akkadian-translation.csv
a . g à -gu te-er-gum-ma,Return his field to him,akkadian-translation.csv
ù i-sa-ri-is ap-la-ag-gu,"and give him due satisfaction,",akkadian-translation.csv
t[i ]-ur-da-ag-gu,and despatch him here.,akkadian-translation.csv
a . g à -lam ga-a-ti ki-i ib-qû-ur-gu,How did he claim that field from him?,akkadian-translation.csv
ma-ga-na te4-e-em-gu gu-up-ra-am,"Now then, send me a report about him!",akkadian-translation.csv
"dub -pa-am ga ge-ep—dEN.zu na-au-kum a-m[u]-ur-ma ga pi-i d u b -p[i] s""a-a-ti a. g à -lam i -pu-ul-ma a-na dub -pi-ka si-i-ib","Look at the tablet that Sép-Sin brings you and give a field as a supplement in accordance with that tablet, and add it to your tablet.",akkadian-translation.csv
an-ni-ki-a-am a-na-ku-ù a-na dub -pi-j a at-ta-sa-ab,"Here, I myself just have added it to my tablet.",akkadian-translation.csv
ù a . g à -el n a g a r ga a-na ge-ep—dEN.ZU na-ad-nu-it la i-na-ag,"Also, the carpenter's field that was given to Sêp-Sin should not change hands.",akkadian-translation.csv
"ù si-it-ti a . g à -lim s""a i-na dub -pi s""a- I ak-nu-gum i-na i-ta-a-at a-li-i-gu qi-bi-ma li-id-di-nu-gum","Also, (as to) the rest of the field that has been assigned to him on the tablet(s), say that they should give (it) to him (taking it) from the land surrounding his village.",akkadian-translation.csv
ù ga a. g h.-el na gar. m [e] g Sa ge-ep—dEN . zu sa-ab-t[u] j-[p]a-ar-ri-ka-ak-kum tù-ur-da-am an-ni-ki-a-am a-na-ku lu-pu-ul-gu,"Moreover, send me anybody who interferes with you regarding the carpenter's field that sep-Sin holds; here, I would like to answer him personally.",akkadian-translation.csv
a-na l û —igi . s a 6 qi-bi-ma,Speak to Lu-igisa:,akkadian-translation.csv
urn-ma i-gar—ku-bi-ma,Thus says Igar-kubi.,akkadian-translation.csv
ni-pu-ta-am ga dnanna—ma.an.sum dumu ip-qû—igtar wu-ge-ra-a[m] a-pu-turn,"Release the distrainee of Nanna-mansum, the son of Ipqu-Igtar, for me, please!",akkadian-translation.csv
la <te>-te 6-be-gum,Do not approach him.,akkadian-translation.csv
a-na ga-ku-bi-ga qi-bi-ma la i-te 6-1 e-gurn,Tell Sa-kubiga not to approach him:,akkadian-translation.csv
a-wi-lum ga 1 r — d n a n n a,the man belongs to Ir-Nanna.,akkadian-translation.csv
as-sum 4 [ik] u [a. s] à auras—qa[r-da-a[d] sa te-e-ri-su ma-di-is ud-da-ab-bi-ba-an-ni,"Regarding the field of four acres of Uras-qarrad which you have cultivated, he has just bothered me very much.",akkadian-translation.csv
ù lu-û ki-ma sa-na-az-zu-um-ma bi-la-az-zu i-di-is-sum,Either give him his tax like until this year!,akkadian-translation.csv
sum-ma bi-il-tam la ta-na-ad-di-sum gis tukul duras li is-sa k[i] in m[a],"If you do not give him the tax, the weapon of the god Uras shall be set up.",akkadian-translation.csv
la i-ta-ar-ma la i-ma-ha-ra-an-ni,He shall not turn to me again!,akkadian-translation.csv
be-li ù be-el-ti as-su-mi-ia li-ba-al-li-tû-ku-nu-ti,May my lord and my lady keep you healthy for my sake!,akkadian-translation.csv
"8 ma-na sfg.hi.a 4 ninda ma-ka-tim 0,0.2 i. gis na-bu-sa i-na ku-ku-bi-im ub-lu-nim","They brought me eight minas of wool, four makutu-breads, and two seahs of oil in a vessel.",akkadian-translation.csv
kus gui-za-na-am sa sfg.hi. a ut-te-ra-ki-im-ma,I have returned a leather bag with wool to you.,akkadian-translation.csv
ki-ma su-mi-ia za-ka-ri ku-mu-ul li-ib-bi-ia ta-sa-pa-ri-im,"Instead of remembering me, you write to me what stirs my anger.",akkadian-translation.csv
mi-iq-turn im-q6-tam-ma sa a-na a-si-im a-na-di-nu ti-ul i-su-u,"I have fallen ill, but I have nothing that I could give to the physician.",akkadian-translation.csv
a-na a-ah-bi-ki as-pu-ur-ma di a ti m[a] û-ul i-sa-lu-û,"I wrote to your siblings, but they did not care for me.",akkadian-translation.csv
a-na mi-ni-ia e-te-ne-em-le-el,What do I have for which I should always play?,akkadian-translation.csv
a-na 2/3 sila3 ninda ù 1/2 sila3 i-gis-ia em-me-le-el,Did I play because of 2/3 liters of bread and 1/2 liter of oil?,akkadian-translation.csv
li-ib-bi ib-lu-ut,My heart revived.,akkadian-translation.csv
a-na be-li-ia qi-bi-ma um-ma a-tah-zum-ma,To my lord speak: thus says Atahzum:,akkadian-translation.csv
a-na su-ha-ri-ia qi-bi-ma um-ma sil-ha-ar-tum-ma,To my servant speak: thus says the girl:,akkadian-translation.csv
a-na dumu be-li-ia qi-bi-ma um-ma dzaba-ba-u-da-gim-ma,To the son of my lord speak: thus says Zababa-udagim:,akkadian-translation.csv
dutu u dmarduk dumu be-li-ia li-ba-al-li-tu,May Shamash and Marduk keep the son of my lord alive.,akkadian-translation.csv
ni-di-in-tum dEN.zu-ma-gi-ir re-tel-pi-dnanse istar-dingir u ta-ri-bu-um sa.tam.mes at-tar-dam,"I am herewith sending Nidintum, Sin-magir, Etel-pi-Nanse, Istar-iltum, and Taribum, the administrative officials.",akkadian-translation.csv
i-na e-be-er-tim eren2-am sa sa-ka-nim su-uk-na-ma,Station the available troops on the opposite bank!,akkadian-translation.csv
a-na dumu be-li-ia qi-bi-ma um-ma a-hu-ni-ma,To the son of my lord speak: thus says Ahuni:,akkadian-translation.csv
li-iz-zi-iz se-am li-id-di-in,May he be present and give the barley!,akkadian-translation.csv
ki-a-am iq-bi-a-am um-ma su-[ma],"spoke to me like this, thus he said",akkadian-translation.csv
1/3 ma.na 8 1/2 gin kù.babbar us-ta-bi-lam,I have just sent the 28 1/2 shekels of silver,akkadian-translation.csv
kù.babbar su-a-ti a-na na-bi—dnin.subur sanga an- <nu> -ni-tum i-di-im-ma,"give that silver to Nabi-Ilabrat, high-priest of Annunitum",akkadian-translation.csv
sa 1-lI—i-din-nam dumu [d]E[N.z]u—[be-el—ap-lim] is-sa-te4-er-ma ù di .xuD. mes ik-[t]a-an-xuM,that of Ili-iddinam son of Sin-bél-aplim has been written down and the judges have sealed (it).,akkadian-translation.csv
<as>-gum sa 1-lI—i-din-nam dumu dEN. zu—be-el—ap-lim kù . b ab b a r la ib-ba ab lam,Because the silver of/for Ili-iddinam son of Sin-bel-aplim has not been brought to me,akkadian-translation.csv
1 1/3 ma.na kù.babbar sâm bùr.1 ese2 iku a. sa sa 1-lf—i-din-nam dumu dEN.zu—be-el—ap-lim 1 lii na-ah-du li-il-qi-am li-il-li-kam-ma a-na I-1I—i-din-nam kù.babbar li-in-na-di-in,"Let one trustworthy man take the one and a third minas of silver, price of the 24 acres of field of/for Ili-iddinam, son of Sin-bel-aplim; let him come here so that the silver can be given to Ili-iddinam.",akkadian-translation.csv
dub-pi si-ma-tim ù dub-pa-at urn-ma-tim la-bi-ra-tim a-na ma-har a-bi-ja lu-sa-bi-lam,I want to send my father the sales document and the old original documents.,akkadian-translation.csv
ù du[b]-pa-ka su-bi-lam-ma [dub si-ma]tim sa dEN.zu—is-me-a-ni PA.[PA] [1]i-is-sa-te4-er,"So send me your document, that the sales document of/for Sin-ismeanni, the colonel, may be written down.",akkadian-translation.csv
1 sag. geme sà sa é a-bi-ja a-na-ku ù ah-hu-ja a-na kù.babbar a-na dam.gàr ni-id-di-in-ma,My brothers and I sold one slave girl from my family property to a merchant,akkadian-translation.csv
"a-na s""u-lum a-bi-ja ag-pu-ra-am",I have written about the well-being of my father;,akkadian-translation.csv
su-lum a-bi-ja ma-bar dutu ù dmarduk lu da-ri,may the well-being of my father last before Samas and Marduk!,akkadian-translation.csv
a-na ma-an-ni-im dub-pa-am a-na-ad-di-na-ak-kum,for whom should I give you the tablet?,akkadian-translation.csv
i-na-an-na dub-pI a-na ma-har a-bi-ja ka-ta ug-ta-bi-lam,"Now I have sent my tablet to you, my father.",akkadian-translation.csv
"a-na a-bi-ja ""sa dmarduk â ba al la tû gu qI-bI-ma","Speak to my father, whom Marduk keeps in good health:",akkadian-translation.csv
su-lum-ka ma-har d utu ù d marduk lu da-ri,may your well-being last before Samas and Marduk!,akkadian-translation.csv
ma-ag-ka-ni ha-bi-it,my threshing-floor was being looted!,akkadian-translation.csv
an-nu-urn ma-ag-ka-nu ba-bi-it,this threshing-floor was being looted!,akkadian-translation.csv
a-na dEN.zU—na-di-i[n]-4y-mi] qf-bf-ma,Speak to Sin-nâdin-sumi:,akkadian-translation.csv
um-ma (i-ttül—i§tar-ma,Thus says Utul-Istar.,akkadian-translation.csv
Pdna-bi-um—na-si-ir n i m g i r a-na b à d—am-mi-di-ta-naki ka pf-i f[ds]1-16.-kum at-tar-dam,"I have sent Nabium-nâsir the herald to Dur-Ammiditana, which is at the mouth of the Silakkum-canal.",akkadian-translation.csv
dutu 1i-ba-a1-1i-it-ka,May Samas keep you in good health.,akkadian-translation.csv
10 g fn kù. babbar da-qa-ti ib-ni—dmar. tu ugula mar. tu mu-Iju-ur-ma,"Collect the 10 shekels of silver, the little that (was left by) Ibni-Amumim the general",akkadian-translation.csv
te4-ma-am su-up-ra-am-ma,Send me a report,akkadian-translation.csv
[u]m-ma be-el-su-nu-ma,Thus says Bèl-sunu.,akkadian-translation.csv
[lu §1a-[a]l-ma-ta lu ba-al-ta-ta,"May you be well, may you be healthy.",akkadian-translation.csv
a-na a-bi-ia [g]a d marduk ü-ba-(a1)-1a/li-tû-(gu) q1-bf-ma,Speak to my father whom Marduk keeps in good health,akkadian-translation.csv
urn-ma dEN.ZU—na-di-in—su-mi-ma,Thus says Sin-nâdin-sumi,akkadian-translation.csv
d u t u ù d m a r d u k da-r[i]-ig u 4-mi [a-b]i ka-ta li-ba-al-li-t[û-ka],May Samas and Marduk keep you my father in good health forever!,akkadian-translation.csv
a-b[i 1]u sa-lim lu ba-li-it,May my father be well (and) healthy!,akkadian-translation.csv
di n g ir na-si-[ir] a-b[i-i]a r[i-i]g a-[b]i-[i]a li-ki-il,May my father's protective deity be favorably disposed towards my father!,akkadian-translation.csv
a-na su-lum a-bi-ia as-pu-ra-am,I am writing to (inquire about) my father's well-being,akkadian-translation.csv
gu-lum a-bi-ia ka-ta ma-bar du tu ù d m a r du k 1u da-ri,"May your well-being, my father, last forever before Samas and Marduk!",akkadian-translation.csv
is-tu U4. 5. k am ba-ri-a-ku-û,I have been hungry for 5 days,akkadian-translation.csv
S u k u ku-ru-um-ma-<ta>-am u[1] i-gu-û,I do not have any food allowance,akkadian-translation.csv
ar-bi-ig ku-ug-da-a[m],Arrive soon!,akkadian-translation.csv
a-na a-wi-lim sa dmarduk û-ba-a[1-l] a-tû-gu qf-bf-ma,Speak to the gentleman whom Marduk keeps in good health,akkadian-translation.csv
um-ma di sum—ib ni su-ma,Thus says Isum-ibnigu,akkadian-translation.csv
lu ga-al-m[a]-a-ta lu [b]a-al-ta-a-ta,"May you be well, may you be healthy",akkadian-translation.csv
"a-na su-ul-mi-ka a""s-pur-ra-am",I am writing to (inquire about) your well-being,akkadian-translation.csv
istar ù dza. ma. mà as-su-mi-ia sa-pi-ri da-ri-is u4-mi li-ba-al-li-tli-ka,May Ishtar and Zamama keep my chief healthy forever for my sake!,akkadian-translation.csv
"ne-me-ta-ka a-na mu-hi dEN.zu—is-me-a-an-ni us-ta-as""-ki-in",He has then had your tax imposed on Sin-ismeanni.,akkadian-translation.csv
sa-pi-ri li-ih-du,May my chief rejoice!,akkadian-translation.csv
dub-pa-ka a-na e-tel—KA—dmarduk bu-un-na-am-ma su-bi-lam,Send a kind letter of yours to Etel-pi-Marduk!,akkadian-translation.csv
a-na gi-mil-ia qi-bi-ma,Speak to Gimilja.,akkadian-translation.csv
na4sa ta-as-pur-ra-am us-ta-bi-la-kum,I have herewith sent you the stone about which you wrote to me.,akkadian-translation.csv
ma-di-is dam-qä-at sa d[u]-si-im,"It is of very good quality, made of quartz.",akkadian-translation.csv
é i-na as-1j-[i]rII û-ul-li-ma,I raised the house by a cubit,akkadian-translation.csv
10 gin kù.babbar 1u-s[a]-bi-1[a]-kum,I want to send you ten shekels of silver.,akkadian-translation.csv
ni-ba-am û-ul aq-bi-su,I did not tell him the number.,akkadian-translation.csv
ki-a-am iq-bi-a urn-ma su-ma,"He spoke to me like this, thus he said",akkadian-translation.csv
a-na-ku a-an-na a-p[u]-nu[l]-su,I myself gave him (my) consent,akkadian-translation.csv
urn-ma i-bi-dsa-ba-an-ma,Thus says Ibbi-Sahan.,akkadian-translation.csv
dutu ù dmarduk da-ri-is u4-mi li ba al li tû ka,May Samas and Marduk keep you in good health forever,akkadian-translation.csv
a-na sag. fl—ma. an. sum qi-bi-ma,Speak to Sagila-mansum:,akkadian-translation.csv
ù a-na bi-tim ma-di-ig qé-ru-ub,"and he is very close to the ""house"".",akkadian-translation.csv
"ig-tu s""a-ad-da-aq-di-im a-na a. ga-gu ti-ul i-il-la-kam",Since last year he has not gone to his field.,akkadian-translation.csv
ag-gu-mi-ja a-na sà-ki-pf-gu i-zi-iz,Stand up against his opponent for my sake!,akkadian-translation.csv
a-na gi-mil-lum qi-bi-ma,Speak to Gimillum:,akkadian-translation.csv
urn-ma a-qâ-al—a-na-d marduk-ma,Thus says Aqal-ana-Marduk.,akkadian-translation.csv
na-ta-a-at a-wa-turn an-ni-turn,Is this matter proper?,akkadian-translation.csv
a-na d bu. ne.ne—ga-mil qi-bi-ma,Speak to Bunene-gamil:,akkadian-translation.csv
urn-ma ga—dutu-dam-qâ-ma,Thus says Sa-amag-damqa.,akkadian-translation.csv
a-na a-ta-a qi-bi-ma,Speak to Atâ,akkadian-translation.csv
um-m[a] nu-Gr—d t} [ t u -m]a,Thus says Nûr-Samas.,akkadian-translation.csv
a-wi-il-turn sa z[i-i]m-r[a] I -b[a]-mu la [t]a-ka-cis-si,"The lady concerns Zimrabammu, do not detain her!",akkadian-translation.csv
mi-ti-sa ma-ah-ra-ku,I have received (compensation for) the losses (caused) by her,akkadian-translation.csv
li-te-eq,so let her proceed.,akkadian-translation.csv
be-li dna-bi-um as-su-mi-ia li-la-ab-bi-ir-ka,May my lord Nabium grant you old age for my sake.,akkadian-translation.csv
te4-em-ka ri-qâ-am G-ui ta-as-pu-ra-am,but you have not even sent me the slightest report!,akkadian-translation.csv
Gr-ra-am i-na kâ bu-qd-mi 5 u d u. n f t a lu-te-er-ra-ak-kum,"tomorrow, at the start of the sheep plucking, I want to send you 5 rams in return.",akkadian-translation.csv
10 u d u. n f t a mi-it-gu-ru-ti si-im-da-am-ma su-bi-lam,Prepare 10 mutually acceptable rams for transport and have them brought to me.,akkadian-translation.csv
10-am lu-ma-li,I want to deliver the group of 10 in full.,akkadian-translation.csv
i-na apin. dug. a u4. 30. kam su-bi-lam,Have (them) brought to me on the 30th of Arahsamna.,akkadian-translation.csv
a-na sa ass-pu-ra-ak-kum la tu-us-ta-a,Do not be remiss about what I have written to you.,akkadian-translation.csv
i-na kâ. dingir. raki 10 u d u. n f t a a-na-ad-di-na-ak-kum,I will give you 10 rams (in compensation) in Babylon.,akkadian-translation.csv
a-n[a] a -zi-ir—dd[a] -g[an] qI-bI-ma,Speak to Azir-Dagan:,akkadian-translation.csv
urn-ma dEN.ZU—be-el-nu mu n -ma,Thus says Sin-bél-zerim.,akkadian-translation.csv
"sa te-pu-""sa-an-ni da-mi-iq",What you have done to me is just fine!,akkadian-translation.csv
ta-ab-ta-am G-ul tu-sa-bi-lam,you did not send me any salt,akkadian-translation.csv
ù a-w[i-1]um ma-ga-al i-te-ep-Ma-an-ni,and the gentleman has treated me harshly.,akkadian-translation.csv
a-na dEN.zU—i-din-nam qf-bf-ma urn-ma ba-am-mu-ra-bi-ma,Speak to Sin-iddinam: Thus says Hammurabi.,akkadian-translation.csv
la-ma ta-sa-ap-pa-ra-am-ma as-sum a-1[a]-ki-ka as-ta-a[p-(pa-)ra-a]m,before you wrote me I had already written (repeatedly) in connection with your coming.,akkadian-translation.csv
ki-ma as-pu-r[a-a]k-kum al-kam,Come as I wrote you;,akkadian-translation.csv
la tu-1a-ap-pa-tam,do not be delayed;,akkadian-translation.csv
ar-hi-is sf-in-qâ-am,arrive here soon.,akkadian-translation.csv
d u b -pf an-ni-a-am i-na a-ma-ri-im Pa-bi—i-din-nam 1 û ku-ta-al-laki a-na ká. dingir . r a ki Su-ri-a-am,"As soon as you have read this letter of mine, send Abi-iddinam from Kutalla to Babylon;",akkadian-translation.csv
ù ltima-a sa ru li-is-sd-ru-ni-is-su,and guards should escort him.,akkadian-translation.csv
16 . mes su-nu-ti a-na é dutu [s]u-ri-[a-nam],Send these men to the Samas temple.,akkadian-translation.csv
i-na é d u tu 1i-bé-er-ru-su-n[u-ti(-ma)],They should establish the truth about them,akkadian-translation.csv
a-wi-lam sa a-wa-as-sti i-hi-il-tam i-su-u a-na m[a-a]h-ri-ia su-[ri]-a-am,and send me the man who proves to be liable.,akkadian-translation.csv
[a-wa-t]i-su-nu a-[mu-ur-mal di-nam Id-ma si-im-d[a]-t[im] su-bi-is-sti-nu-ti,look into their affair and grant them justice in accordance with (royal) regulations.,akkadian-translation.csv
a-na ma-na-si qf-bf-ma,To Manna-si speak:,akkadian-translation.csv
ba-si-a-am ma-ha-ru-ma mu-ub-ri-ma,Definitely receive what is available!,akkadian-translation.csv
a-ha-at-ki ma-ar-sa-at-ma is-pu-ra-ki-im-ma a-na-ku al-1i-ik-si,Your sister is ill and has written to you and I have departed to her.,akkadian-translation.csv
a-di a-sa-pa-ra-ki-im la ta-la-ki-im,Do not come here until I write to you!,akkadian-translation.csv
a-na ha-bil—a-bi qf-bf-ma,To Habil-abi speak:,akkadian-translation.csv
lu sa-al-ma-a-ti lu ba-al-ta-a-ti lu da-ri-a-ti,"May you be well, may you be healthy, may you be enduring!",akkadian-translation.csv
