tablet_id,transliteration,translation
195. Kt 91/k 455 (1-308-91),um-ma Ir-ma-A-šù[r-ma a-na] I-ku-pí-A-šùr Lá-m[a-sà-tim] ù En-um-A-šùr qí-bi-ma 1 ma-na KÙ.B. ku-nu-ku-a : ša Sú-en₆-na-da : a-ma-kam : a-na Šu-Lá-ba-an ù Ku-ra-ra dí-na-šu ù ší-bé šu-uk-na ki-ma KÙ.B. ša Sú-en₆-na-da ⌈il₅⌉-qé-ú-ni 3 ma-na KÙ.B. ša DAM.GÀR ku-nu-ku-a a-na ēé-er A-šur-GAL {d}EN.LÍL-ba-ni DUMU Ha-na-nim ú-šé-bi-lam a-ša-me-ma : a-dí-ni : a-ma-kam wa-ša-áb : šu-ma a-na pá-ni A-šur-GAL : lá i-lí-ik KÙ.B. pu-uā-ra-ma AN.NA lu 9 GÍN.TA lu ma-lá ta-le-e-a-ni ša-ma-ma {d}EN.LÍL-ba-ni ù {d}UTU-e-nam KI a-lí-ki-im pá-nim-ma āur₄-da-nim : a-šu-mì āup-pé-a ša a-na I-na-a DUMU E-lá-lí En-na-Sú-en₆ DUMU Šu-IŠtar ù A-šur-ma-lík DUMU Qá-a-tim KÙ.B. a-hi-ib-lu KÙ.B. ú-šé-bi-lá-/ ša-bu-ú : āup-pé-a iš-tí [šu-nu-tí Lá-ma-sà-tim i-ba-ší-ú lu [ma]-ma-an i-na ša-zu-uz-[tí-a] ⌈ú⌉-kà-al-šu-nu : a-dí [ma-lá] ú ší-ni-šu áš-pu-r[a-ku-nu-tí] [m]ì-šu-um : ma-tí-ma : té-er-ta-ku-/nu lá i-lí-kam-ma úz-ni lá ta-pá-tí-a,"Thus Ir’am-AŠšur, say to Ik)n-pṣ-AŠšur, Lam[assutum]? and Ennam-AŠšur: “1 mina of silver under my seals, belonging to Suen-nšdš, you must give there to ṭu-Labšn and Kurara and you must set witnesses that they received Suen-nšdš’s silver. With 3 minas of silver of the trader, under my seals, I sent Ellil-bšni, son of Hanšnum, to AŠšur-rabi. I hear that he is still staying there and if he has indeed not left to meet AŠšur-rabi, then unpack the silver and buy for me tin at 9 shekels per Šshekel of silver) or as favorably as you can and send Ellil-bšni and ṭamaš-ennam here with the first caravan. As for my tablets recording that I became indebted for silver to Innšya, son of Elšlṣ, to Ennam-Suen, son of ṭu-IŠtar and to AŠšur-mšlik, son of Qa’štum, I have sent them the silver, they are satisfied. Are my tablets with Lamassutum or does someone from my representatives have them in his possession? I have written you several times. Why has no report of yours ever reached me and do you not keep me informed?"
196. Kt 91/k 480 (1-333-91)#,KIŠIB kà-ri-im Kà-ni-iš ēa-he-er GAL kà-ru-um Kà-ni-iš ēa-he-er GAL dí-nam [i⌉-di-in-ma [x m]a-na KÙ.B. [be-ú-lá]-at Zi-ki-im [a-n]a A-šùr-i-dí I[r]-ma-A-šùr i-ša-qal 1212; B=CS 1213; C=CS 1214; D=CS,"Seal of the Kanesh colony in plenary session. The Kanesh colony in plenary session passed the following verdict: “[x] mina of silver, [the working] capital of Zikum to AŠšur-idṣ Ir’am-AŠšur shall payš. 1215; E=CS 1216; G=CS 1218; F=C1217."
197. Kt 91/k 504 (1-357-91),⌈2⌉ GÍN KÙ.KI ku-pu-ur-ší-ni-in SIG₅ i-ēé-er Im-lik-A-šur Ir-ma-A-/šur i-šu iš-tù ha-muʾ(IR)-uš-tim ša E-dí-na-a : a-na 15 ha-am-ša-tim i-ša-qal šu-ma lá ìš-qul ki-ma a-wa-at kà-ri-im ú-ēa-áb ITU.KAM qá-ra-a-tim li-mu-um E-lá-lí DUMU I-ku-nim IGI Pí-lá-ah-A-šur DUMU Da-nu-um-ì-lí IGI A-šur-ma-lik DUMU A-zu-za,"2 shekels of kupuršinnu- gold of fine quality Imlik-AŠšur owes to Ir’am-AŠšur. From the week of Edinšya he will pay within 15 weeks. If he does not pay he will add (interest) in accordance with the regulation of the colony. Month VIII, year eponymy of Elšlṣ, son of Ik)num. In the presence of Pilah-AŠšur, son of Dannum-ilṣ, of AŠšur-mšlik, son of Azuza."
198. Kt 91/k 525 (1-378-91),debt-note returned. KIŠIB Ì-lí-áš-ra-ni DUMU A-šur-DÙG KIŠIB Šu-Sú-in DUMU Da-dí-im KIŠIB E-nu-Bé-lúm ša ší-tí ša ⌈hu-bu-ul⌉ Ir-ma-A-šur i-na ITI 1.KAM Bé-el-tí-É-/GAL li-mu-um ša qá-té [A-šu]r-na-da a-na [ x x nim?⌉ i-ša-qal [šu-ma lá iš-qul] [1 1/2 GÍN.TA] [1 ma-na]-um ki-ma [a-wa]-at kà-ri-im ēí-ib-tám i-na ITU.KAM-im ú-ēa-áb,"Seal of Ilṣ-ašranni, son of AŠšur-(šb, seal of ṭu-Suen, son of Dadum, seal of Ennam-B*lum, of the remainder of the debt of Ir’am-AŠšur. In month I, eponymy of the successor of AŠšur-nšdš, to/within [................] he will pay. [If he does not pay] [1ā shekels per] mina, in accordance with the regulation of the colony he will add as interest per month."
199. Kt 91/k 523 (1-376-91),i-na ma-na-im ša A-mur-{d}UTU ba-lúm du-na-e i-ta-ki-is i-ēé-er Ir-ma-A-šùr I-ri-ší-im ù Ili₅-me-ta-ku Ú-ēur-ša-A-šùr i-šu iš-tù ha-muš-tim ša A-šùr-i-dí ù Šu-IŠtar ITU.KAM kan-wa-ar-ta li-mu-um {d}IŠKUR-ba-ni a-na 4 ha-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu 1ṣ GÍN.TA i-ITU.KAM-im ú-ēú-bu KÙ.B. i-qá-qá-ad šál-mì-šu-nu ra-ki-is IGI DÙG-A-šur IGI Šu-IŠtar,"he cut it off with the (1-)mina weight of Amur-ṭamaš, without surcharge - Ir’am-AŠšur, Irišum and Ilṣ-wedšku owe to U,ur-ša-AŠšur. From the week of AŠšur-idṣ and ṭu-IŠtar, month IX, eponymy year of Adad-bšni, they will pay within 4 weeks. If they do not pay they will add Šan interest of) 1ā shekel per mina per month. They are jointly liable for the silver. In the presence of -šb-AŠšur, of ṭu-IŠtar."
200. Kt 91/k 325 (1-182-91),ēa-ru-pá-am bé-ú-la-tim ša Ir-ma-A-šùr A-šùr-GAL ú-kà-al iš-tí KÙ.B. A-šùr-GAL uk-ta-al IGI A-šùr-GAL IGI En-um-A-šùr Šremainder not inscribed),"silver, the working capital of Ir’am-AŠšur, AŠšur-rabi has in his possession. With the silver AŠšur-rabi is held Šin service). Witnessed by AŠšur-rabi, by Ennam-AŠšur"
201. Kt 91/k 516 (1-369-91)#,KIŠIB Šu-mì-a-bi₄-a DUMU A-ba-ra-a KIŠIB En-na-nim DUMU Šu-Hu-bur KIŠIB Puzur₄-IŠtar DUMU A-šùr-ták-lá-ku 3 ⌈+? G⌉[ÍN K]Ù.B. ēa-ru-pá-am a-na Puzur₄-IŠtar a-šu-mì Šupside down) Ir-ma-A-šùr A-šùr-DÙG iš-qú-ul a-na mì-ma šu-um-šu Puzur₄-IŠtar Šupside down) a-na Ir-ma-A-šur lá i-tù-ar iš-tù ha-muš-tim ša Kur-ub-IŠtar ITI.KAM ša sá-ra-tim Šupside down) li-mu-um ša qá-té En-na-Sú-in seal ? bulla Kt n/k 1717. user,"Seal of ṭumi-abia, son of Abaraya, seal of Ennšnum, son of ṭu-Hubur, seal of Puzur-IŠtar, son of AŠšur-taklšku. 3 +? shekels of refined silver AŠšur-(šb paid to Puzur-IŠtar in the name of Ir’am-AŠšur. Puzur-IŠtar will not come back for anything, whatsoever, on Ir’am-AŠšur. From the week of Kurub-IŠtar, month III of the eponymy of the successor of Ennam-Suen was the creditor Puzur-IŠtar, who must have in-"
202. Kt 91/k 492 (1-345-91),2 ma-na KÙ.B. a-Ba-zi-a 1 ma-na KÙ.B. ù ēí-ba-sú ša Dan-A-šur 1 ma-na KÙ.B. É kà-ri-/im ṣ ma-na KÙ.B. Wa-wa-li A-šur-i-mì-tí ŠÀ.BA 2ṣ ma-na ṣ GÍN KÙ.B. Ir-ma-A-šur i-lá-qé mì-ma a-nim a-na Ir-ma-A-šur e-zi-ib IGI Šu-IŠtar DUMU Da-da-nim IGI Sà-ba-sí-a,"2 minas of silver for Baziya; 1 mina of silver with the interest on it of DŠn-AŠšur; 1 mina of silver of the colonial office; ā mina of silver Wawali (and) AŠšur-imittṣ - Of this Ir’am-AŠšur will take 2 minas 30ā shekels of silver. All this I left to Ir’am-AŠšur, in the presence of ṭu-IŠtar, son of Dadšnum, and of Sabasiya."
203. Kt 91/k 494 (1-347-91)#,"Puzur₄-A-šùr ù Ir-ma-AŠur i-na a-lim{ki} iē-bu-tù-ni-a-tí-ma um-ma Ir-ma-A-šùr-ma a-na Puzur₄-A-šùr-ma āup-pé-a i-na Wa-ah-šu-ša-na : ta-áp-té-[m]a āup-pá-am ša + ma-na 5 GÍN KÙ.B. ša Pí-lá-ha-a-nim DUMU Da-nu-um-ì-[lí] tal-qé āup-pá-am : ša 15 GÍN KÙ.[B.] ša Kà-as-kà-nu-i-il₅ : tal-q[é] um-ma Puzur₄-A-šur-ma : ke-na al-qé : ša-zu-uz-ti : a-ta ù Puzur₄ {d}UTU DUMU Šu-⌈Nu-nu⌉ [ší?]*-sí-a : [l]á-lik-ma [me-e]⌈h-ri-a ù⌉* ta-[ah-s]í-sà-ti-a [lá-mur-ma x x ]-nim-ma [x x x x x x] x* [x x x x]-lá DUMU Šu-Nu-nu [na-áš-a⌉-kum : a-ēé-er [x ma-n]a *1, GÍN KÙ.B.-pì-kà 1 ma-na ⌈ú-r]a-da-ma : ú-šé-ba-lá-ku-ma ù i-na e-lá-i-kà : lu ni-iz-ku a-na a-wa-tim : a-ni-a-tim kà-ru-um Kà-ni-iš{ki} i-dí-ni-ma IGI GÍR ša A-šùr ší-bu-tí : a-dí-in IGI Bu-⌈za-zu⌉ DUMU Pu-šu-ki-in Li-ip-tí-IŠtar DUMU IŠ-ma-A-[š]ur tap-pá-i","Puzur-AŠšur and Ir’am-AŠšur seized us in the city and Ir’am-AŠšur said to Puzur-AŠšur: ŠYou gained access to my tablets in Wahšušana and you took a tablet of 45 shekels of silver of Pilahšnum, son of Dannum-ilṣ, (and) you took a tablet of 15 shekels of silver of Kaskanu’ilš. Puzur-AŠšur answered: ŠIndeed, I took (them). You, as my representative, and Puzur-ṭamaš, son of ṭu-Nunu, must settle accounts, then I will go [to inspect] my copies and memos ...................................... ....................................... ...........la, the son of ṭu-Nunu [is bringing?] to you. To your [x mina] 1. shekel of silver [I will ad]d 1 mina and send it to you and when you come here, we must clear accounts. For these words the Kanesh colony made me available and before the dagger of AŠšur I gave my testimony. In the presence of Buzšzu, son of P)šu-k*n; Lipit-IŠtar, son of IŠme-AŠšur was my companion."
204. Kt 91/k 512 (1-365-91),Ir’am-AŠšur three men him Švia another making,"claim on him by ṭuli, son of Buzutaya, who had purchases Špresumably in Assur). One of them"
205. Kt 91/k 335 (1-192-91,KÙ.B. i-li-bi₄ Ir-ma-A-šùr XII. ŠALIMMA,silver due from Ir’am-AŠšur. (206-210b)
"206. Kt 91/k 385 (1-239-91) """,a-na Lá-ma-sà-tim ú ša-lim-ma qí-bi-ma um-ma Um-mì-IŠ-ha-<ra>-ma a-dí-i ša ta-áš-pu-ri-ni : um-ma a-tí-ma mì-šu-um ma-ma-an : lá i-(a-ra-dam ší-pá-ar-šu i-li-kam-ma : a-na-ku a(-ru-ud : a-dí ú ší-ni-šu aq-bi-šu-ma li-bu-šu : i-ta-na-a)-/ra-áp um-ma šu-ut-ma : a-dí : ma-lá : ú ší-ni-šu na-áš-pé-er-tí : i-li-ik-ší-im-ma a-lá-kam lá ta-mu-a : ša a-ša-pá-ru-ší-ni-BA na-áš-pé-ra-tí-a iš-té-et : ú ší-ta : ša a-wi-lúm : a-wa-tim : i-ta-ah-dar [u]m-ma šu-ut-ma iš-tù : a-lá-kam : lá ta-tù-ri-ma : lá ta-qá-bi-im šu-ma : a-ha-tí a-tí : a-wa-tim : sà-ra-tim lá ta-áš-ta-na-pá-ri-im : a-na KÙ.B. lá ta-ša-pá-ri-šu-um : a-šu-mì KÙ.B. um-ma šu-ut-ma : ma-lá-ma-a : KÙ.B. gám-ri-ša : gi₅-mì-lam₅ : i-)é-er um-mì-ša ú-ul a-he-ša lá-áš-ku-un ú-ul i-na ba-áb-tí-a : KÙ.B. 10 GÍN lá i-ba-ší ú šu-ma : i-na ba-áb-tí-a lá-šu KÙ.B. 10 GÍN : ma-lá : gám-ri-ša iš-tí um-mì-ša : ú <<ta>> a-hi-ša lu té-ri-iš-ma a-na-ku : a-na-kam : lu-ta-er-šu-ma lu ta-ta-al-kam : mì-ma : a-wa-tim ú na-áš-pé-ra-tim : lá ta-áš-ta-na-pá-ri-im i-na pá-ni : a-wi-lim : tù-uš-ta-zi-zi,na-áš-pé-er-tim ma-lá i-)é-er i-li-kà-/ší-ni lá ta-mu-ú mì-ma aq-bi-šu-ma 1/2 ma-na
"207. Kt 91/k 386 (1-240-91)""",[KIŠIB ................] [KIŠIB .................] [a-na .....................] ù ša-li-ma a-ša-at Ir-ma-A-šur,"[Seal of ................and ] [seal of .................] [to Lamassitim] and šalimma, the wife of Irma-AŠšur"
208. Kt 91/k 499 (1-352-91),um-ma ša-lim-ma-/ma a-na šu-IŠtar ù a-na A-šùr-i-mì-tí <qí-bi-ma > a-na A-šùr-i-mì-tí qi-bi-ma me-er-i a-ta : ta-ma-lá-ki ša Šup-pé-a pí-tí-a-ma Šup-pá-am ša hu-bu-ul Ili₅-ba-ni šé-li-a-ma šu-IŠtar lu-ub-lá-šu a-na-kam : )a-al-tám iš-tí-a e-pu-/uš-ma li-bi₄-i da-ni-iš uš-ta-am-ri-i) me-er-ú-a a-tù-nu ih-da,"Thus šalimma, say to šu-IŠtar, and AŠšur-imittṣ, especially to AŠšur-imittṣ: ŠPlease, my son, open my tablet coffer and take out of it the tablet of the debt of Ilṣ-bṭni and let šu-IŠtar bring it here. Here he has started a fight with me and has offended me seriously. Please, my sons, pay attentionš”"
"209. Kt 91/k 518A/B (1-371-91)""",i-na ha-a[r-pì-im ...................] i-ša A-na ⌈KÙ.B. i⌉-[ša-qú-lu] KÙ.B. i-na *áb-nim ni-⌈a-tim] ta-ki-tám i-ša-qú-lu (1 cm. blank) 15 GÍN KÙ.B. i-)é-er IŠ-ha-ša-ra ú A-li-a-ah-/šu-šar ša-lim-ma tí-šu 6? na-ru-uq ú-(á-tí-im / i-na ŠÀ.BA na-ru-uq ú 2 kà-ar-pá-at ar-ša-tim )í-ib-tám ú-)ú-bu i-na ha-ar-pì-im i-ša-qú-lu ú 10 ak-le ú-)ú-bu IGI I-na-Sú-in IGI Ta-ra-ak-ša IGI Ta-ri-ku-ta šu-ma KÙ.B. ú-ta-ru*-nim i-ša A-na i-ša-qú-lu,"in sum[mer they will..................], at Anna’s festival they will pay the silver. They will weigh it out by our weight, in the correct amount. 15 shekels of silver IŠhašara and Ali’ahšušar owe to šalimma. 6? sacks of grain, - thereof 1 sack and 2 jars of wheat they will add as interest – they will pay in the summer and they will add 10 breads. Before Ennam-Suen, before Tarakša, and before Tarikuta. When they give back silver they will pay at Anna's festival."
210. Kt 91/k 522 (1-375-91),⌈É⌉ ša IŠtar-lá-ma-/sí ù A-šùr-DÙG a-na 2ē ma-na,The house of IŠtar-lamassṣ and AŠšur-āṭb they sold to šalimma
211. Kt 92/k 102,um-ma I-dí-Sú-in-<ma> a-na En-na-Sú-in qí-bi₄-ma mì-šu ša ta-áš-pu-ra-ni um-ma a-ta-ma AN.NA a-na ni-ip-lá-/tim al-qe-ma 7 GÍN.TA a-na KÙ.B. pá-i a-dí-in AN.NA-kam [tù-u]b?-lá-šu-ma* tù-pá-āé-er-šu tù-BA-li-ih šu-/ma a-ta AN.NA a-na KÙ.B. ta-lá-qé-am mì-šum sú-ri : té-ta-na-pá-áš-ma ša tù-BA-li-hu li-bi₄ ú-lá ma-ri-i' ù a-na KÙ.B. ša té-ri-šu-ni li-bi₄ ú-lá ma-ri-i' mì-šum TÚG ša a-ha-tí a-na li-ta-áb-ší-a tù-šé-bi₄-lá-/ni ta-ak-lá ù TÚG lu-bé-⌈ri?]* [ša] ta-ak-lu-ú : šé-bi₄-lam [x ] a-ta-al-kam-ma x x KU x x x x*,"Thus Iddin-Suen say to Enna(m)-Suen: ŠWhy did you write me as follows: ‘I took the tin as balance payment and I have promised a rate of 7 shekels to 1 in silver.’ You took along the tin and unpacked it, you have .......... If you want to take tin for silver why do you keep practicing deceit, so that I cannot fail to be angry because you have .............. and angry too about the silver that you requested? Why have you held back the garment my sister had sent me to wear? Send me also the ..... garments that you held back,. [then] leave and come here ...............”."
212. Kt 92/k 112,"um-ma I-dí-Sú-in-ma a-na Ili₅-ba-ni A-b[i-lá?]* ù En-na-Sú-in [qí-bi₄-ma] i-na pá-na ú-nu-tí-[a?] la₁-dí-a-am-ma mì-""[u] ú-nu-tí-a ta-at-ba-al-m[a] ni-kà-sí iš-tí-a ú-lá ta-sí ù u₄-ma-[am] lu-qú-tí x* ta-ar-de₈-⌈a⌉-/ma ku-nu-ke ša a-bi₄-/a ù um-mì-a-ni-a ú-lá a-mu-ur ku-nu-ke tù-pá-āé-er-ma tu-BA-li-ih TÚG 'u-ba-/tám na-ar-ba-am a-ha-tí tù-šé-bi₄-lam a-ta TÚG ta-ak-ta-lá šu-ma a-šu-um TÚG a-mì-e-im ki-ma (eras) ša a-bi₄-kà na-pá-áš-/ta-[kà?] lá a-ki-is mì-nam ha-bu-lá-ku-ma 3 TÚG 'ú-[ba-tí-a] ta-ak-ta-lá ki-ma [a-ta?] sà-ra-tí-ni-m[a .......] pu-ru-sà ⌈i-dí⌉*-ni a-na-ku lá i-de₈-e mì-šum a-ta ú-nu-tí-a ta-at-⌈ba-al]","Thus Iddin-Suen say to Il'-bēni, Ab[ila?] and Enna(m)-Suen: ŠI wished to deposit my goods at the start, so why have you taken away my goods without having settled accounts with me? And today you have taken along my merchandise and the seals of my father and my investor(s), you have broken these seals without me even having seen them and so have ......... My sister sent me a soft garment, but you have held back that garment. If, because of this textile, as if it were your father’s, I have not cut your throat, what then do I owe you that you have held back 3 textiles of mine? That ....... you are false(?) and the decision of ............, would I not know that? Why have you taken away my goods?”"
213. Kt 92/k 116 (1-78-92),"um-ma I-dí-Sú-in-<ma> a-na En-na-Sú-/in qí-bi₄-ma 'ú-ha-<<'ú>>-ra-am ga-lá-ba-am ⌈Ha⌉-dí-a-⌈šu* x ⌉*-ra-dé-am ⌈dí-""]u-m[a* x x⌉* li-qí KÙ.B. ku-šu-ud 3 ku-ta-ni ù TÚG a-bar-ni-am ša ta-ak-lu-/ú a-na Ha-dí-a-šu dí-in-ma : lu-ub-lam a-dí : a-ma-kam wa-áš-ba-tí-ni sí-ku-/šu kà-[il₅] šu-ma lá i-lá-kam kam","Thus Iddin-Suen, say to Ennam-Suen: ŠThe boy who is a barber Hadiaššu is leading to you. Sell him and collect [his price?], Šand so) obtain silver. The 3 kutṣnu-textiles and the Abarnian one that you held back, give them to Hadiaššu to bring them to me. As long as you stay there you must hold him by his hem. If he does not come ........“"
215. Kt 92/k 139,a-na Ku-ku-a En-na-Sú-in ù Ú-'ú-<ur>-ša-A-šur qí-bí-ma um-ma Šu-IŠtar-ma a-ma-kam a-am-tám sà-ni-qá-ma i-na Ú-zi-/ni-im e té-pu-uš-ma nu-a-am e ta-al-pu-ut a-ni-ša-/am ta-áš-pu-ra-am um-ma ší-it-/ma šu-up-ra-ma ší-me-a ma-ma-an li-il₅-qé a-hu-a-tù-nu a-ma-kam am-tám sà-ni-qá-ma ú sí-li-a-ší-ma um-ma a-tù-nu-ma a-na 'é-er be-li-ki-i i-ra-de₈-ú-ki lu sà-he-er-tí-ki lu KÙ.B. 1 GÍN tí-šu-i pá-hi-ri-ma KI a-li-ki-im pá-ni-ma a-na 'é-er be-li-ki-i ta-li-ki a-na-ma tù-pá-hu-ru-ni 'ú-ba-sà-a ù ša qá-qí-/dí-ša-a eā-ra-ma a-na Ta-al-ha-tí-i-im dí-na-ší a-na DUMU A-šùr ù DUMU Kà-né-eš lá ta-dá-/šíʾ ha-li-qá-áš ù ma-at Kà-ne-eš lá i-na-mar,"Say to Kukua, Ennam-Suen and U)ur-ša-AŠšur, thus šu-IŠtar: ŠKeep the maid there under control and let her not operate in Uzinum and not affect the native Anatolian. She wrote me here as follows: ‘Send (somebody) to collect the price due to me’. May dear colleagues, keep the maid there under control and cheat her by telling her: ‘One will conduct you to your lord. Collect your small goods and any silver you have and then you will go to your lord with the first caravanš’ And as soon as she is gathering her belongings deprive her of her garment and her head-dress and sell her to somebody from Talhat. Do not sell her to an Assyrian or to a citizen of Kanesh. Get rid of her and she shall never (again) be seen in the land of Kaneshš”"
216. Kt 92/k 181 (1-139-92),um-ma Šu-IŠtar-ma a-na En-na-Sú-in qí-bí-ma mì-šu ša ta-áš-pu-ra-ma um-ma a-ta-ma ) ma-na KÙ.B. hu-bu-lá-am a-ma-at-kà té-pu-uš a-'é-er ra-ga-at-/ni ù hu-bu-lá-am a-na na-q/ki-ša-a té-pá-áš 10 ma-na 10 GÍN KÙ.B. šé-bu-lá-tim uš-té-bi₄-lá-ší-im a-ma-kam : a-ta ù-la ta-na-āá-al aʾ-ma i-a-tí-i ta-[ā]á-ba-am* a-[a]m-tám ha-li-iq a-na Ta-al-ha-tim dí-i-ší a-na DUMU A-šùr lá ta-dá-⌈ší⌉,"Thus šu-IŠtar, say to Ennam-Suen: ŠWhy have you written me as follows: ‘Your maid has contracted a debt of + mina of silver’. She is not only wicked, but is also contracting a debt for her .......... I have sent her consignments of silver amounting to 10 minas and 10 shekelsš Over there, you are not even lookingš Is it really to me that you are being nice? Get rid of the maid, sell her to a man from Talhat, do not sell her to an Assyrianš”"
217. Kt 92/k 120 (1-82-92),a-hu-a-tù-nu ú-āù-tám lu tù-pá-qí-dá nu-dí-ma a-lá-nu-ma lá tù-pá-ra-dá-šu 'ú-ba-sà-a ù ší-it-/ar-ša-a eā-ra-šu a-na DUMU A-šùr ù a-na DUMU Kà-né-eš lá ta-dá-na-šu a-na Ta-al-ha-/tim dí-na-šu ú a-ša-ar ta-dá-na-ni um-ma a-tù-nu-ma a-na ma-at Kà-né-éš a-wi-il₅-tám lá tù-ta-ra-nim,"ŠPlease, my brothers, you must provide (her?) with barley ............., and from there(?) you must not scare herʾ. Deprive her of her garment and her head-dress. You must not sell herʾ to an Assyrian or to a citizen of Kanesh. Sell herʾ to a man from Talhat and where you sell (her) you must say: ‘Do not bring the woman back to the land of Kaneshš’ ”"
218. Kt 92/k 101 (1-63-92),a-na Ás-*q[ú-dim? ù] A⌉-bi₄-lá qí-bí-ma [um-ma I]-dí-Sú-in-/ma i-na UR[UDU A⌉-šur-i-dí 1 GÚ URUDU SIG₅ [a]-na En-na-Sú-in dí-⌈in⌉ a-hu-a a-tù-nu ih-da-ma URUDU A-šur-i-dí ša-áš-qíʾ-lá : ù na-pá-al-tù-šu šu-up-ra-nim ù 5 GÚ URUDU ša Šu-IŠtar li-iš-qú-ul ba-lu-um té-er-tí-a KI a-wi-lim i-mì-gi₅-ir i-ša-ha-at En-na-Sú-in i-zi-za-ma a-na kà-ú-l[i-šu] ù ša?-ku-*[li]?-šu ma-h[a- x],"Say to Asq[udum? and] Abila thus Iddin-Suen: ŠGive from AŠšur-id'’s copper 1 talent of refined copper to Ennam-Suen. Please, my brothers, take care to make AŠšur-id' pay the copper and write me also his reaction. He must also pay 5 talents of copper of šu-IŠtar. He has come to an agreement with the man without an instruction of mine. Assist Ennam-Suen and be ready? to support him and to provide him with foodš."
219. Kt 92/k 182 (1-142-92),um-ma A-šùr-i-mì-tí-ma a-na En-nam-A-šur qí-bi₄-ma 5 né-nu a-wa-tí-ku-nu ni-ig-mu-ur-/ma 24 TÚG.HI.A ma-ah-ri-ni i-ší-ik-nu 6 TÚG.HI./A Kà-zi-a ta-al-qé 18 TÚG.HI.A ší-tám En-na-Su-in ú-ba-li-iā-ma lu ša li-tí-šu lu ša ma-ku-ur ša-bu-a-tí-ni a-na ša-al-ša-tí-/ku-nu a-ta-wa a-ma-kam ma-ma-an lá ú-ša-ha-az-/kà-ma iš-tí a-hi-kà lá ta-'a-al iš-tí a-hi-kà lu āá-ba-tí,"Thus AŠšur-imitt', say to Ennam-AŠšur: ŠThe five of us settled your{plur}. affair and 24 textiles were submitted to us. 6 textiles Kaziya took, the remaining 18 textiles Ennam-Suen has made available as asset, so that you are satisfied both with his ......... and with what is ........ About your one-third share you must negotiate. Over there nobody must instigate you to quarrel with your brother(s); be on good terms with your brother(s)š”"
220. Kt 92/k 175,Ennam-Suen AŠšur-šamš'. um-ma A-šur-i-mi-tí ù A-ku₅-a-ma a-na DINGIR-ba-ni ù Sú-in-DINGIR-šu qí-bi-ma ta-ah-sí-is-tam ša a-wa-at En-na-Sú-in ù A-šur-{d}UTUŠ{i} ni-ig-mu-ru a-ma-kam lu i-na qá-tí a-wil-il₅-/tim lu i-na āup-pé-eʾ(IM) ša ku-nu-ki-ni am-ra-ma ma-la a-wa-tù-šu ga-am-ra-ni dí-na-šu-ma li-il₅-ma-sí lá-šu-a-at a-wa-tí-šu né-nu : nu-kà-a-al ù a-tù-nu a-ma-kam ma-lá tù-kà-lá-ni lá-pì-ta-ni-ma a-wa-at-/ni a-na iš-té-et (eras.) li-tur₄-ma a-na-kam a-wa-sú lu ni-iq-bi₄-šum A-na-ah-ì-lí ha-mu-uš-ni a-na DINGIR-ba-ni qí-bi₄-ma ša 3 ma-na KÙ.B. ú-mu-kà e-ta-at-qú-ú ù KÙ.B. *x-na-x : im-tí-'í-/x? ma-lá K[Ù.B. qá]-at-kà i-kà-[šu-d]u a-na En-na-Sú-in dí-in-ma lu-ub-lam ki-a-a-ma : wa-áš-ba-/ku 5 GÍN KÙ ig-ri-šu / dí-in,"Thus AŠšur-imitt' and Ak*a, say to Il'-bēni and Suen-ilšu: ŠLook for the document (recording) that we settled the affair of Ennam-Suen and AŠšur-šamš', either among what the lady has with her or among the tabletsʾ under our seals and give him the record declaring that his whole affair has been settled, so that he can take cognizance of it. If it is not there, we remember his words and you there must write down everything you remember, so that our statement becomes one and the same and we can tell him here Šthe outcome of ) his affair. ṭnah-il' was our fifth man.” Say to Il'-bēni: ŠYour term for the 3 minas of silver has passed and the silver ................................ Give all the silver you manage to acquire to Ennam-Suen to bring it here. It is for that reason that I am stayingš Give him 5 shekels of silver as wages."
