oare_id,transliteration,translation
161ceac9-ac62-8a59-05f2-af935e84f0b5,a-na pu-šu-ke-en₆ qí-bi₄-ma um-ma lá-ma-sí-ma ṭup-pu-um ta-aḫ-sí-is-tám ša ba-a-ba-tim ša i-na bé-tí-kà té-zi-bu mu-zi-zu-kà ú-šé-ṣí-ú-ma qá-sú-nu-ma ú-kà-al a-na-ku a mì-ma ú-lá aṭ-ḫi ù a-na DAM.GÀR-ri-kà iš-qú-lu la iš-qú-lu mì-ma ú-la i-de₈ a-ta ma-lá-kà ù ki-ma áš-pu-ra-ku-ni mì-ma šu-mì lá ta-za-kàr-šu-nu-tí 6.5 ma-na KÙ.BABBAR KI a-šùr-{d}UTU-ši DUMU lá-qé-ep ŠÀ.BA <gap>-<gap>-<gap>-<gap> ša-du-a-tám ù ni-is-ḫa-tim ú-sà-ḫu-ru 3.6666600000000003 ma-na 5 GÍN KÙ.BABBAR KI ú-ṣú-ur-ša-a-šur DUMU ì-lí-a 0.5 ma-na 5 GÍN KI ša-lim-a-šur ŠU.NÍGIN 8.5 ma-na KÙ.BABBAR a-na a-šur-i-mì-tí DUMU en-na-nim i-ša-qal i-na 4 ma-na KÙ ša a-na ì-lí-ìš-tí-kál ḫa-bu-lá-ku-ni 2 ma-na KÙ KI i-ku-pí-a 2 ma-na a-ḫu-ur 9 GÍN ur-da-na-na <gap> 1.5 ma-na KÙ.BABBAR ša DINGIR-ma-lik me-ḫe-er ṭup-pì-im ša té-zi-bu <gap> GÍN a-na wa-ṣí-im šé-bi₄-lam,"To Pūšu-kēn from Lamassī: The 'gates' memorandum tablet which stays in your house, your representatives got it out and they have it in their possession. As for me, what am I responsible for? Now, I do not know whether to pay out to your merchants or not! As for you, make up your mind! And becasue I write to you must not remember them (or their names). 6 1/2 minas silver is with Aššur-Šamši s. Lā-qēpum. Thereof, they deducted the shipping charges and excise. 3 minas 45 shekels silver is with Uṣur-ša-Aššur s. Iliya. 35 shekels (silver) is (even) with Šalim-Aššur! In total he will pay 8 1/2 minas silver to Aššur-imittī s. Ennānum. From the 4 minas silver which I owe to Iliš-tīkal, 2 minas silver is with Ikūn-pīya. 2 minas (silver) is late. Warad-Nana (has) 9 shekels. Send the x+1 1/2 minas silver of Ilī-mālik, the copy of the tablet which you left, and xx shekels for exit-tax."
5c48fb69-38b1-6922-f895-24d63de91e53,a-na pu-šu-ke-en₆ qí-bi-ma um-ma lá-ma-sí-ma 9 TÚG.ḪI.A ku-lu-ma-a na-áš-a-kum 3 TÚG.ḪI.A i-dí-sú-en₆ na-áš-a-kum 2 sú-pá-ni ša UD.KA.BAR dan-na-a-šùr ub-lam 1 sú-pá-nam ša UD.KA.BAR ú it-gu₅-ra-am ša UD.KA.BAR i-a-šar ub-lam 2 it-gu₅-ra-tim ša UD.KA.BAR i-dí-sú-en₆ ub-lam 1 it-gu₅-ra-am ša UD.KA.BAR a-ḫu-wa-qar ub-lam 1 sú-pá-nam ša KÙ.BABBAR i-ku-pí-a ub-lam 1 sú-pá-nam ša KÙ.BABBAR DUMU i-bi-su-a ub-lam sà-ma-lá-tim it-gu₅-ra-tim ú ṣi-ba-tim ub-lu-nim šu-ma be-lí a-ta a-šu-mì TÚG.ḪI.A ša ta-áš-pu-ra-ni lá ú-šé-bi-lá-ku-ni li-ba-kà lá i-lá-mì-in ki-ma ṣú-ḫa-ar-tum i-ir-ta-bi-ú-ni TÚG iš-té-en₆ ú šé-na kà-ab-tù-tim a-na na-ar-kà-ab-tim e-ta-pá-áš ú a-na ni-ší bé-tim ú a-na ṣú-ùḫ-ri-im e-pu-uš ú-lá ak-ta-ša-ad-ma TÚG.ḪI.A lá uš-té-bi-lá-kum TÚG.ḪI.A ma-lá qá-tí i-kà-šu-du iš-tí wa-ar-ki-ú-tim ú-šé-ba-lá-kum É a-bu-um-DINGIR i-na i-ga-ar-tim ku-a-tim i-ku-pí-a ša É a-ta-a i-ga-ar-tám šu-a-tám iš-ta-kán ú a-na-ku a-ṣa-al-ma um-ma šu-ut-ma ta-pá-ú-tum-ma ú-ta-pá-šu mì-ma-ma ú-lá ú-ta-pá-šu it-bé-a-ma i i-ta-ṣa-am a-ta a-ma-kam qí-bi-šu-um um-ma a-ta-ma mì-šu-um i-ga-ar-ta-kà i-na É-bé-tí-a ta-áš-ku-un ki-ma É lá a-ší-ri-im <gap> té-pu-uš ù a-šu-mì ba-pí-ri ša ta-áš-pu-ra-ni ba-pí-ru-um wa-dí e-pì-iš ša-ak-lu-ul ú ṣú-ḫa-ar-tum da-ni-iš ir-tí-bi tí-ib-a-ma a-tal-kam a-na sú-ni a-šur šu-ku-ší ù šé-ep ì-lí-kà ṣa-ba-at,"To Pūšu-kēn from Lamassī: Kulumaya brings you 9 textiles.  Idī-Suen brings you 3 textiles. Dān-Aššur brought 2  bronze spoons. Ea-šār brought 1 spoon made of bronze, and a container of bronze. Idī-Suen brought 2 containers of bronze. Aḫu-waqar brought 1 container of bronze. Ikūppiya brought 1 container of silver. The son of Ibbī-Sua brought 1 supānam of silver. They brought here cups, spoons, and interest(?). If you are my lord, do not be angry about the textiles which you wrote that I did not send to you. Because the girl is growing up, she? took one or two textiles for riding.  And I (must) also make (textiles), for the members of the house and for the little ones. I was not finished and so did not send the textiles to you. They will finish as many textiles as we can. I will send them to you with the next travellers. As for the house of Abum-ilī, Ikūn-pīya put his wall from the house of Attaya on your wall! Now as for me, I quarreled (with him) and he said, ""I will enter into a partnership with him. Or I will not cooperate with him whatsoever."" Get up and go out! You yourself speak to him there. Thus you will say, ""Why did you set your wall in my house? You did it when the house was not aširim!' Also, concerning the beer about which you wrote, ""Tell (me) about the beer."" It's made. It's finished. Now, the girl has quite grown up. Get up and come here! Place her in the lap of Aššur. Now get going! (lit. Take the foot of your going!)"
d8076fb0-eead-2a05-5edd-e01a509e3464,um-ma šu-ḫu-bur-ma a-na im-dí-DINGIR pu-šu-ke-en₆ a-mur-{d}UTU ù zu-pá qí-bi-ma a-na a-mur-{d}UTU ù zu-pá qí-bi₄-ma té-er-tí lá-li-im iš-tù ḫa-ḫi-im i-li-kà-ku-nu-tí-ma 1 GÚ AN.NA ša ki-ma i-a-tí i-dí-nu-ni-ku-nu-tí ki-ma lá-li-im a-tù-nu tal-qé-a a-na-kam 10 ma-na KÙ.BABBAR a-na AN.NA-ki-a a-wi-lúm pá-šu i-dí-nam lá li-bi₄ DINGIR-ma lá-lu-um me-et a-na-kam i-na KÙ.BABBAR-pí-šu al-qé-ma ša ki-ma šu-a-tí um-ma šu-ut-ma šu-pur-ma a-šar AN.NA-kà il₅-qé-ú-ni KÙ.BABBAR-áp-kà li-iš-qú-lu-ni-kum a-ḫu-ú-a a-tù-nu ki-ma ṭup-pí ta-áš-me-a-ni 10 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na KÙ.BABBAR áp lá-li-im li-qé-a-ma a-na im-dí-DINGIR ù pu-šu-ke-en₆ šu-uq-lá,"From Šū-Ḫubur to Imdī-ilum, Pūšu-kēn, Amur-Šamaš, and Zupa: To Amur-Šamaš and Zupa: The instructions of Lālum came to you from Haḫḫum and my representatives gave you (pl.) 1 talent tin. You took (them) on behalf of Lālum. Here, the man promised me 10 minas of silver for my tin. Unfortunately, Lālum died. Here, I took from his silver and his representatives said, ""Send so that whoever received your tin pays you your silver."" My dear brothers, When you read my tablet, take 10 minas of refined silver from the silver of Lālum and pay it to Imdī-ilum and Pūšu-kēn."
01f393af-e4bb-a5e4-9174-c89d618c9347,um-ma šu-ḫu-bu-ur a-šur-ba-ni ù ša-lim-a-šur-ma a-na pu-šu-ke-en₆ qí-bi-ma 1.3333300000000001 ma-na KÙ.BABBAR qá-tí um-mì-a-ni-ma né-ru-ub-ma i-na KÙ.BABBAR ša a-šur-UTU-ši ni-il₅-qé lu na-ru-qum lu mì-ma a-ma-kam lá-qé-ep ù a-šur-UTU-ši DINGIR-<gap> <gap>-<gap>-<gap> na-áš-a-kum,"From Šū-Ḫubur, Aššur-bāni and Šalim-Aššur to Pūšu-kēn: 1 1/3 minas silver the account of the investors we 'entered' and from the silver which Aššur-Šamšī took (where is the subjunctive form?) Both the  ... Ili-(?) ..."
90a730a4-db5a-c884-ae2b-d1aec44aa8a8,um-ma šu-ḫu-bur a-ḫu-qar ù i-a-šar-ma a-na pu-šu-ke-en₆ qí-bi-ma 1 ma-na 12.5 GÍN KÙ.GI ù 7 ma-na 14 GÍN KÙ.BABBAR qar-wi-a ub-lam 0.66666 ma-na 2.25 GÍN KÙ.GI 7.33333 GÍN.TA KÙ.BI 5 ma-na 9.75 GÍN ù 0.5 ma-na 0.25 GÍN KÙ.GI SIG₅ 8.66667 GÍN.TA KÙ.BI 4.33333 ma-na 2.16666 GÍN ŠU.NÍGIN 16.66666 ma-na 6 GÍN KÙ.BABBAR ŠÀ.BA 1 me-at 49 {TÚG}ku-ta-nu 12.5 ma-na 0.5 GÍN KÙ.BABBAR it-bu-lu 5 ANŠE ṣa-lá-mu KÙ.BI 1.5 ma-na 6 GÍN 15 GÍN ú-nu-sú-nu 10 GÍN ú-kúl-ta-áš-nu 23.83333 ma-na 1 GÍN AN.NA qá-tim 12.5 GÍN.TA KÙ.BI 1.66666 ma-na 6 GÍN 3 GÍN ša sa-e-tim 8.33333 GÍN wa-ṣí-tum 17 GÍN té-ṣú-bi KÙ.BABBAR-áp-kà gám-ra-kum a-šur-ma-lik DUMU ir-ra-a ku-nu-ki-ni na-áš-a-kum,"From Šū-Ḫubur, Aḫu-waqar and Ea-šar to Pūšu-kēn: Qarwiya brought 1 mana 12 1/2 shekels gold and 7 minas 14 shekels silver. 2/3 minas 2 1/4 shekels gold, at a rate of 7 1/3 shekels, was 5 minas 9 3/4 shekels (silver?),  Also, 30 1/4 shekels fine gold, at a rate of 8 2/3 shekels, was 4 minas 22 1/6 shekels silver. Altogether, it was 16 minas 402 1/6 shekels silver. Thereof, 149 kut The 5 black donkeys cost 1 minas 36 shekels. Their gear was 15 shekels. Their fodder was 10 shekels. The 23 minas 51 shekels hand tin cost1 mina 46 shekels silver at a 12 1/2 shekel rate. The ša saitum charge was 3 shekels. The exit tax was 8 1/3 shekels. Additional expenses were 17 shekels. Your silver is exhausted. Aššur-mālik son of Erraya brings it to you under our seals."
6dedc23a-dfca-69b1-c9ce-388bb1ccd23e,um-ma šu-ḫu-bur ù me-er-ú a-šur-i-mì-tí-ma a-na bu-zu-ta-a pu-šu-ke-en₆ ù im-dí-DINGIR qí-bi-ma ṭup-pá-am ša a-lim{ki} a-na i-ku-nim DUMU sá-ma-a a-na e-bu-bi-šu a-na-kam ni-il₅-qé-ma ṭup-pá-am ša a-lim{ki} PUZUR₄-ì-lí DUMU il₅-ba-ni ra-bi-iṣ-ni na-áš-a-ku-nu-tí a-ma-kam i-na ša-ḫa-at PUZUR₄-ì-lí ra-bi-ṣí-ni i-zi-za-a-ma i-ku-nam a-na na-ru-qí-šu e-bi-ba-šu-ma ki-ma a-wi-lam tù-bi-ba-a-ni té-er-ta-ku-nu iš-tí a-li-ki-im pá-nim-ma li-li-kam-ma a-na-kam i-na mì-ma i-ku-num i-šu-ú-ni šál-ša-tí-šu lu né-mu-sú-ma lu ni-il₅-qé ù ṭup-pu-šu ḫa-ar-ma-am ša ku-nu-ki-šu ša ki-ma e-bi-bu-ni li-qé-a-nim,"From Šū-Ḫubur and the sons of Aššur-imittī to Buzutāya, Pūšu-kēn and Imdī-ilum: We received here the tablet of the city concerning Ikūnum son of Samāya and his clearing and Puzur-ilī son of Il-bāni our attorney brings the tablet of the city to you (pl.). There, assist Puzur-ilī our attorney to clear Ikūnum concerning his  Also, take a sealed tablet with his seal from when they clear (him)."
2a3ca4b6-3673-2597-6e54-1cd0164a49ad,um-ma a-šùr-i-dí-ma a-na a-šùr-na-da qí-bi₄-ma a-wa-at DINGIR dan-na a mì-nim a-na ni-qí-ša-tí-kà a-na É en-na-nim ta-tù-nu-ar a-pu-tum lá ta-tù-ar ta-ḫa-li-iq a-šùr-ma-lik šu-ma KÙ.BABBAR 1 GÍN a-na e-bu-ṭim i-da-na-kum lá ta-ma-ḫa-ar-šu šu-ma ki-ma šu-wa-tí ú-ša-za-az-kà lá ta-za-az um-ma a-ta-ma ḫa-ra-ni a-na a-lim{ki} a-šu-mì tí-ir-tim ša PUZUR₄-a-šùr lá té-ra-áb-ma TÚG.ḪI.A lá ta-ta-na-dí-in qá-dí um-me-a-ni a-ḫi-ta-ma i-zi-iz ù ṣí-it TÚG.ḪI.A ù KÙ.BABBAR du-gu₅-ul šu-ma TÚG.ḪI.A i-zu-zu i-zi-iz-ma a-na qá-tí-ni zu-uz iš-tù a-šùr ú-ša-pá-lá-ni a-na ma-tim ki-li-ša IR-du-tám lá ta-ṣa-ba-at <gap>-ma-sú wa-ṣa-am lá i-mu-ú ša i-ta-na-dí-nu li-ta-dí-in a-ta lá ṭá-ḫi,"From Aššur-idī to Aššur-nādā: The words of the gods are urgent! Why do you keep renouncing your obligations towards the house of Ennānum? Please, do not renounce them! You will perish! As to Aššur-malik, if he wants to give you even 1 shekel of silver as an investment loan, don't receive it! If he appoints you to be his representative, don't do it! Say instead: ""I am on my way to the City."" Because of Puzur-Aššur's message you are not to enter (the house), and do not try to sell the textiles all over the place. Stand outside together with the shareholders and observe the textiles and the silver that come out. If they divide up the textiles, then stand by and join in the division for our share. Since divine Assur would then humble me, do not become a slave of the entire country. ... they refuse to come out, let he who wishes to sell all over the place do so, but you should not be involved."
dd21f356-fc0c-c9be-710c-eff7ffed4624,um-ma 10-tum ša bu-ru-tim-ma a-na pu-šu-ke-en qí-bi-ma 10-tum ša ší-ma-lá iš-tí-ni sá-bi-is a-ḫu-ú-ni a-ta šu-ma mì-ma ta-ki-li <gap>-<gap> a-na kà-ri-im kà-ni-iš{ki} iš-ta-áp-ru-nim ki-ma ni-a-tí a-wa-tám ta-e-er-ma ù té-er-ta-kà li-li-kam-ma ú-za-ni pì-té a-ḫu-ú-ni a-ta a-na ṣú-ḫa-ri-kà na-aḫ-dá-ni a-na ḫa-ra-nim ta-da-nim,"From the council of ten of Buruddum to Pūšu-kēn; The ten-person council from Šimala is seized in a disagreement with us(?) Our dear brother, if any of the trusted ones(?) have written to the colony office at Kaneš, return a (good) word on our behalf and let your message come. Inform us. Our dear brother, we are taking care to send your youth on his way."
5e116c41-c645-c3c7-a575-4063dc10ea68,um-ma a-šùr-i-dí-ma a-na a-šùr-na-da ì-lí-a-lim ù a-šur-ta-ak-la-ku qí-bi₄-ma mì-šu ša a-ḫu-ku-nu iš-tù 2 ša-na-at ma-ar-ṣú-ma ù ta-ta-ga-la-šu-ni a-pu-tum i-nu-mì-im ša ṭup-pá-am ta-ša-me-a-ni šu-pu-ra-ma li-tal-kam 20 ma-na KÙ.BABBAR ì-lí-a-lim li-ik-nu-kam ù 8 ma-an KÙ.BABBAR a-ḫa-ma ša ma-na-aḫ-tí É-tim ša ḫa-bu-lu lu-šé-bi-lam ù a-šùr-na-da ma-la i-kà-šu-du li-ik-nu-uk-ma lu-šé-bi-lam i-na pá-nim-ma a-li-ki-im a-šur-ta-ak-la-ku ṭur₄-da-nim i da-áš-e ì-lí-a-lúm lu-úṣ-a-am a-na a-šùr-na-da qí-bi-ma 11 ma-na AN.NA ša a-la-ḫi-im i ma-ṣa-ar-tim tám-ší-ma té-zi-ib KI a-li-ki nu-šé-ba-la-šu <gap> AN.NA ù 0.66666 ma-na KÙ.KI <big_gap> ki-ma 10 ma-na AN.NA a qá-tí-a,"From Aššur-idī to Aššur-nādā, Ilī-ālum and Aššur-taklāku: How come that your brother has been ill for 2 years now, but you have held him back? Please, on the very day you hear this letter you must write and let him come. Have Ilī-ālum seal 20 minas of silver for me and let him send me furthermore the 8 minas of  silver that he owes on the maintenance of the house. Have also Aššur-nādā seal as much as he makes and send it to me. Send Aššur-taklāku with the very first travelers. Let Ilī-ālum leave in the spring. To Aššur-nādā: Your forgot 11 minas of tin belonging to Alāhum in the safe when you left. We shall send it with travelers. 40+[x minas of] tin and 2/3 minas of silver ..."
a5a019c6-44b3-8621-c5de-d4a2cd138c96,um-ma a-šùr-i-dí-ma a-na a-šùr-na-da ù a-šùr-ta-ak-la-ku qí-bi-ma 2 GÚ 10 ma-na AN.NA ku-nu-ku 2 ANŠE.ḪI.A ṣa-la-mu 30 {TÚG}ku-ta-nu 4 TÚG šu-ru-tum kà-áb-tù-tum ša li-wi-tim 17 ma-na AN.NA a qá-tí-šu a-dí-in 1 TÚG ra-qú-tum 1 TÚG ša ta-tur₄-a-li-ša 1 TÚG ša DINGIR-šu-GAL mì-ma a-nim LUGAL-{d}IŠKUR un-la-ku-nu-tí a-na a-šur-ta-ak-la-ku qí-bi-ma lu-qú-tám a-ni-tám za-ki-ma šu-ma a-ḫi a-ta i-na iš-té-en₆ a-li-ki-im KÙ.BABBAR šé-bi-lam li-bi la tù-la-ma-an i-ḫi-id me-eḫ-ra-tim i-na ra-mi-ni-kà šé-bi-lam 26 {TÚG}ku-ta-nu 1 ANŠE ṣa-la-mu-um 5 ma-na AN.NA i-a-ú-tum mì-ma a-nim šu-nu-nu ub-la-ku-nu-tí 2 GÚ 11 ma-na AN.NA ku-nu-ku 35 {TÚG}ku-ta-nu 2 ANŠE ṣa-la-mu 6 ma-na AN.NA ù 0.83333 ma-na KÙ.BABBAR a qá-tí-šu mì-ma a-nim i-a-um kur-ub-IŠTAR na-áš-a-ku-nu-tí AN.NA ù TÚG.ḪI.A ma-la i-na É.GAL-lim i-za-ku-a-ni a-na a-šur-ta-ak-la-ku dí-in šu-ma a-šur-ta-ak-la-ku la-šu a-šar wa-áš-bu šé-bi-il₅ lu-qú-tum ma-la iz-ku-a-ni ṭup-pá-am šé-bi-lam a-na a-šur-ta-ak-la-ku qí-bi-ma i-na bu-ru-uš-ḫa-dum kà-ra-am la tù-ša-áb i-nu-mì té-ru-bu a-la-an 10 u₄-me la tù-ša-áb ṣaₓ-ḫa-ra-tim la e-ri-iš za-ki-a-ma ra-ma-ku-nu a-tal-kà-nim,"From Aššur-idī to Aššur-nādā and Aššur-taklāku: 2 talents 10 minas of tin under seal, 2 black donkeys, 30 To Aššur-taklāku: Clear these goods (with the palace), and, as you are my brother, send me silver with the very first caravan. Do not make me angry! Take care to send me the corresponding amount out of your own funds. 26 2 talents 10 minas of tin under seal, 35 Give the tin and the textiles, as many as are cleared in the palace, to Assur-taklaku; Send me a letter about the goods that are cleared. To Assur-taklaku: In Burushaddum you should not stay in the colony; when you arrive, do not stay more than 10 days. Ask for the girls; clear yourselves and set out to come here personally."
c461be68-e646-be0e-eb62-7773ce1e3b0d,um-ma a-šùr-i-dí-ma a-na a-šùr-na-da qí-bi₄-ma ma-lá ṭup-pì-im ša šu-ku-bi₄-im ša a-šu-mì ṣú-ḫa-ri-im KÙ.BABBAR ša tù-dì-tí-im ḫa-bu-lu 8 GÍN KÙ.BABBAR ṣa-ḫe-er-ma ší-tám i-na ú-mì-im ša e-ra-ba-ni ša-áš-qí-il₅-šu-ma šé-bi₄-lam a-pu-tum ša-áš-qí-il₅-šu i-dí-{d}UTU ṭur₄-da-nim,"From Aššur-idī to Aššur-nādā: In accordance with Šū-Kūbum's tablet according to which on account of the servant he owes silver for a fibula, deduct 8 shekels of silver and make him pay the rest the very day he arrives, and send it to me. Please, make him pay. Send me Iddin-Šamaš."
f49dcb4a-246f-a124-1b49-baf06a276bc8,um-ma a-šùr-i-dì-ma a-na a-šùr-na-da qí-bi-ma 10 ma-na KÙ.BABBAR tù-šé-bi-lam ŠÀ.BA 2 GÚ 10 ma-na ku-nu-ku 16.5 GÍN.TA KÙ.BABBAR-pí-šu 7.83333 ma-na 2.6666600000000003 GÍN 4 TÚG šu-ru-tum 5 {TÚG}ku-ta-nu 0.5 ma-na KÙ.BABBAR it-bu-lu 7 GÍN i-na ma-sà-i-im im-tì 17 GÍN KÙ.BABBAR ší-im 1 ANŠE 5 GÍN ú-nu-sú 0.33333 ma-na KÙ.BABBAR ší-im 2 TÚG šu-ru-en ša a-šùr-ta-ak-lá-ku e-BA.ZI-ku-ni um-ma a-ta-ma i-na 1.3333300000000001 ma-na KÙ.BABBAR ša en-na-be-lúm na-áš-ú-ni le-qé KÙ.BABBAR ú-la al-qé i-na KÙ.BABBAR a-nim al-qé 12 ma-na 5 GÍN AN.NA-ak qá-tim 15 GÍN.TA 0.66666 ma-na 8.33333 GÍN KÙ.BABBAR-pí-šu mì-ma a-nim a-šùr-ta-ak-la-ku i-ra-dì-a-kum gám-ra-kum,"From Aššur-idī to Aššur-nādā.: You have sent me 10 minas of silver. Specification: 2 talents 10 minas (of tin) under seal at the rate 16 1/2 to 1 - in silver: 7 5/6 minas  2 2/3 shekels. 4 black textiles (and) 5 It diminished 7 shekels during the washing. 17 shekels of silver: the price of one donkey. 5 shekels: its harness. 1/3 mina of silver: the price of 2 black textiles that Aššur-taklāku left with you. You said (earlier): ''Take that out of the 1 1/3 mina of silver that Ennam-Bē1um is bringing."" I did not take the silver then, (so) I have taken it out of this silver. 12 minas 5 shekels of tin for expenses at the rate 15 to 1 - in silver: 2/3 mina 8 1/3 shekels of silver. Aššur-taklāku brings all this to you. (Your money) has been spent for you."
3c72b1e0-9c12-4065-63ab-80e82ebaadf8,um-ma a-šur-i-dí-ma a-na a-šur-na-da ì-lí-a-lim ú a-šur-ta-ak-lá-ku qí-bi₄-ma ma-lá ú šé-ni-ší áš-pu-ra-am um-ma a-na-ku-ma KÙ.BABBAR 30 ma-na ša šé-ep ì-lí-a-lim pá-ni-tim šé-bi₄-lá-nim a-li-ku ma-lá ú šé-ni-ší i-li-ku-nim a mì-nim KÙ.BABBAR lá tù-šé-bi₄-lá-nim a-pu-tum i pá-ni-i-ma a-li-ki-im 30 ma-na KÙ.BABBAR šé-bi₄-lá-nim a-wi-lu wa-ar-ki-a i-za-zu a-pu-tum iḫ-da-ma šé-bi₄-lá-nim,"From Aššur-idī to Aššur-nādā, Ilī-ālum and Aššur-taklāku: Both once and twice I have written, saying: ""Send me the 30 minas of silver from Ilī-ālum's previous transport!"" Both once and twice travelers have come here. Why, then, have you not sent the silver? Please, send 30 minas of silver with the very first traveler. The men are standing right behind me. Please, take care and send it to me!"
e9d363f4-174f-80fe-3768-b4e16a2f5bba,um-ma a-šùr-i-dí-ma a-na a-šùr-na-da qí-bi-ma mì-šu ša ta-áš-pu-ra-ni um-ma a-ta-ma i-na KÙ.BABBAR-kà ni-kà-sí-a a-ša-qal pá-kà ta-dí-nam pá-i ú-la a-dí-na-kum ù tù-sà-li-a-ma IGI a-šùr-ka-ší-id 20 {TÚG}ku-ta-ni a-qí-ša-kum iš-tù a-wa-tù-ni gám-ra-ni lu i-ší-im TÚG.ḪI-tí lu i-ší-im ANŠE.ḪI.A KÙ.BABBAR pá-ni-a-ma 10 ma-na šé-bi-lá-ma 2 GÚ AN.NA la-áš-a-ma lu-šé-bi-la-ku-ma né-ma-al-šu a-ku-kúl mì-ma i-na KÙ.BABBAR-pì-a la ta-kál li-ba-kà i-zi-iz li-ba-kà la ta-za-az me-ra-kà ú-ra-bi-ma um-ma šu-ut-ma lá a-bi a-ta it-bi-a-ma i-tal-kam ù me-er-ú-wa-tí-kà ù-ra-bi-ma um-ma ší-na-ma la a-bu-ni a-ta i-na ša-al-ší-ma u₄-mì-im it-bi-a-ma i-tal-kà-ku-ma tí-ir-ta-kà lu i-de₈,"From Aššur-idī to Aššur-nādā: Why have you written to me as follows: ""I shall pay my accounts with your silver. You gave me your word."" I did not give you my word! However, you begged me, so with Aššur-kāšid as witness I gave you a gift of 20 Since our affairs are concluded, you must send me at least ten minas of silver both from the proceeds of the textiles and from the proceeds of the donkeys, the first silver you may obtain, I shall then buy two talents of tin and send that to you, so you can enjoy the profit. Do not use any of my silver! If you wish, then stand! If you do not wish to, then don't stand. I have raised your son, but he said to me: ""You are not my father."" He got up and left. Also your daughters have I raised, but they said: Three days later they got up and left to go to you, so let me know what you think."
b58a5bc3-0ef8-06d6-f69c-8a06d1ad5328,um-ma a-šur-na-da a-na ší-ša-aḫ-šu-šar qí-bi₄-ma a ša áš-pu-ra-ki-ni um-ma a-na-ku-ma a-re-eš₁₅ da-áš-e a-ša-pá-ra-ki-ma ta-li-ki-im li-bi₄-ki lá tù-lá-mì-ni ku-ṣú-um is-ni-iq-ni-a-tí-ma ù bu-lá-tí-im ša a-da-gu₅-lu-ni a-na ba-áb-tim i-tù-ar-ma a ší-a-tí lá áš-pu-ra-ki mì-šu ša um-ma a-ti-ma ú-lá al-té-e bu-lá-tí ša qá-tí iṣ-bu-tù-ni e-ṣú-ma iṣ-ba-at ma-du ḫa-lá-aq a-na ku-na-na-mì-it e-ra-áb-ma ša lá-qá-e a-lá-qé-a-ma i-wa-ṣa-i-a a-ša-pá-ra-ki-im a-ṣé-ri-a ta-li-ki-im wa-dí a li-tí-a ú-lá i-ṭá-ḫi-i šu-ma i-lá-kam kà-šu-um lá tù-ṣa-bi₄-i-ma la ta-da-šu-um ú šu-ma ṣú-ḫa-ar-tum e-ri-iš-ki ki-a-ma ú-šé-ri-šu a-šar li-bi₄-šu li-it-ru-šu,"From Aššur-nādā to Šišahšušar: As to the fact that I wrote to you, saying: ""At the beginning of spring I shall write to you, so you can come here""-- do not be angry at me! The cold weather caught up with us, and consequently the capital that I was expecting reverted to outstanding claims, and that is the reason I did not write to you. Why do you say: ""I cannot manage""? The capital that I could lay my hands on-- very little could be had, much has been lost. When I arrive at Kunanamit I shall take what there is to take, and as soon as I leave again I shall write to you so you can come to me. As you know, my funds he must not touch. If he comes, do not look the other way and do not give it to him. But if he asks you for the girl, then let him take Sarna and his children where he wants."
33312dc1-66d5-7639-cba2-86988f1a4f85,a-na a-lá-ḫi-im e-me-ma ù a-šùr-ta-ak-lá-ku qí-bi-ma um-ma a-šur-na-da-ma a-ša-me-ma mì-ma i-na ILLAT-tim lá úr-ma-ku KÙ.BABBAR DUMU a-ni-nim ù ša 2 GÍN KÙ.BABBAR sà-ḫe-er-tám a-na LUGAL-{d}IŠKUR ú-šé-bi₄-lu ta-aḫ-sí-is-tám am-ra-ma lu a-ni-num mì-ma iš-qú-ul lu a-tù-nu tù-šé-bí-lá ša lu-qú-tum a-na ṣé-ri-su-ni ša-áš-qí-lá 1 ma-na 7.5 GÍN KÙ.BABBAR ší-im maš-ki ša ba-ri a-lá-ḫi-im ù i-a-tí KI áš-kà-pì-im ša-áš-qí-lá-šu šu-ma ANŠE.ḪI.A wa-aq-ru mì-ma a-na tur₄-ḫu-mì-it lá tù-šé-ra-a ú-za-kà-ma a-ta-lá-kam am-tám ša-ḫi-za-ma GIG la-bi₄-ra-tim a-na ku-ru-ma-tim li-dí-na ba-pì-ra-am mì-ma lá tù-ṣa-áb a-na GU₄.ḪI.A ù UDU.ḪI.A iḫ-da ša ku-ra-ra ù tap-pá-i-šu ša qá-at-ni ša-kà-nam qá-bi₄-ú e-ri-iš,"To Alāhum, Ememe and Aššur-taklāku from Aššur-nadā: I hear that I have not been booked for anything in the enterprise. They have sent the silver belonging to Anninum's son plus small goods worth 2 shekels of silver to Šar-Adad. Look at the note, and irrespective of whether Anninum has paid anything or you personally have sent it, make him pay to whom the merchandise was addressed. 1 mina 7 1/2 shekels of silver, the proceeds from the sale of the hides that were owned jointly by Alāhum and myself, is owed by the leatherworker. Make him pay. If donkeys are expensive, do not conduct any to Durhumit. I shall clear myself of obligations and leave. Instruct the maid that they shall grind the old wheat for food, but she must not add any beer bread. Take care with the oxen and sheep. Demand the silver from Kurara and his partner who are obliged to lodge our claim to it."
