transliteration,translation
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur."
IGI a-ku-za IGI ú-ra-a IGI a-šùr-ba-ni,"Witnessed by Akuza, by Uraya, by Aššur-bāni."
i-sú-rik13 a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni-i ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ha-li-a a-hu tù-li a-na ší-mì-im i-dí-šu-nu,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhaliya the brother of Tuli."
IGI sú-kà-li-a DUMU a-mur-a-šùr IGI a-ku-za DUMU šu-a-nim IGI ú-ra-a DUMU ma-na na,"Witnessed by Sukalliya son of Amur-Aššur, by Akuza son of Šu-Anum, by Uraya son of Manana."
i-a-tí tù-la-ma-da-ni a-hu-ú-a lá-šu-ú šu-ma-ba KÙ.BABBAR tù-ša-qí-il5 KÙ.BABBAR-áp-kà ni-ta-pá-al IGI a-mur-{d}UTU IGI na-áb-sú-in DUMU {d}AB-ba-ni IGI i-ku-pí-a-šùr DUMU šu-IŠTAR a-na,"let me inform you of your father's tablet and either in the City, whether silver from free loans or from the debt of your father, I had washed silver paid."
IGI GÍR ša a-šùr i-ba-ab DINGIR-lim ni-dí-in,"Witnessed by Amur-Šamaš, witnessed by Nab-Suen son of Illil-bāni, witnessed by Ikuppi-Aššur son of Šu-Ištar."
KIŠIB ni-mar-IŠTAR DUMU PUZUR4-a-šùr KIŠIB en-nam-a-šùr DUMU kà-ri-a a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,"Sealed by Nimar-Ištar son of Puzur-Aššur, by Ennam-Aššur son of Karriya; Aššur-nādā son of Šu-Illil is our (absent) partner."
ta-ah-sí-sà-tum ša ší-be ša ší-im SÍG.HI.A ša ú-ší-na-lam,Memoranda with witnesses concerning the proceeds of Ušinalam's wool.
i-nu-mì i-dí-a-bu-um a-na mu-a-tim ta-ad-nu-ma É a-šùr-be-el-a-wa-tim wa-áš-bu ša ki-ma ili5-ba-ni ÌR ù DAM.GÀR-ru-šu e-ru-bu-ma,"When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house, the representatives of Ilī-bāni, Wardum and his customers, came in(to the house)"
um-ma ša ki-ma ili5-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí,"and Ilī-bāni's representatives said: ""Settle accounts with us!"""
um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù ṭup-pu-a lá-pu-tù-ma i-ba-ší-ú ša-lim-a-šùr a-hi li-li-kam-ma iš-tí-šu ší-sí-a ù am-ma ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ha-at a-hi-a li-zi-zu a-dí a-hi i-lá-kà-ni ma-ma-an ṭup-pí-a lá i-pá-té,"- but Iddin-abum answered: ""Keep your tablets ready, for my tablets are written and available. Let my brother Šalim-Aššur come, and then settle with him. Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother. Until my brother arrives no one may open my tablets."""
KIŠIB a-ku-za DUMU šu-a-nim KIŠIB lá-qé-ep DUMU {d}AB-ba-ni KIŠIB ṣí-lu-lu DUMU ú-ku,"Sealed by Akuza son of Šu-Anum, by Lā-qēp son of Illil-bāni, by Ṣilūlu son of Uku."
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr i-na ba-áb DINGIR ṭup-pá-am ni-dí-in,The Kanesh colony gave us for these proceedings and we gave a tablet before Aššur's dagger in the Gate of the God.
kà-ru-um dí-nam i-dí-in-ma a-na lu-qú-tim ma-la a-na a-šùr-be-el-a-wa-tim i-pí-iq-du-ma ša-lim-a-šùr ú-šé-ṣí-ú ṭup-pá-am ša ku-nu-ki-šu ša-lim-a-šùr a-na šu-ku-bi-im,"The colony has passed a verdict: for all the goods that were entrusted to Aššur-bēl-awātim, and which Šalim-Aššur had taken out, Šalim-Aššur will give a tablet bearing his seal to Šu-Kūbum."
i-da-an a-na kur-ub-IŠTAR šu-ku-bu-um ú-lá i-tù-a-ar šu-ma,Šu-Kūbum will not raise claim against Kurub-Ištar.
a-na šu-ku-bi-im ma-ma-an i-tù-a-ar ša-lim-a-šùr ú-ba-áb-šu,"If anyone raises claim against Šu-Kūbum, Šalim-Aššur will clear him."
30 GÚ URUDU sà-hi-ra-am ša dur4-hu-mì-it i-na ṣé-er ma-ma-hi-ir DUMU a-mur-IŠTAR ša-lim-a-šur i-šu,Man-mahir s. Amur-Ištar owes 30 talents of sahhiru copper from Durhumit to Šalim-Aššur.
i-na e-ra-bi4-šu-ma ITU.KAM i-lá-ak KÙ.BABBAR a-na ša ki-ma šu-a-tí šu ú-šé-ba-lá-ma <gap> ki-ma <gap>-dí-ú URUDU i-ša-qal <gap>,"When he arrives, 1 month will pass. He will send the silver to his representatives, and <gap> he will pay in copper."
šu-ma lá ú-šé-bi4-lam-ma ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb IGI en-na-sú-in IGI sà-li-a IGI a-šur-na-da IGI SIG5-pí-a-šur,"If he has not sent it (in time), he will pay interest in accordance with the rule of the colony."
5 ma-na KÙ.BABBAR ṣa-ru-pu-um i-na ší-im SÍG.HI.A ša ú-ší-na-lam PUZUR4-ša-du-we DUMU lá-qé-ep il5-qé,Puzur-šadu'e son of Lā-qēp has received 5 minas of refined silver from the proceeds of Ušinalam's wool.
IGI a-šùr-GAL DUMU ma-nu-um-šu-um-šu IGI en-na-sú-in DUMU i-dí-a-bi-im IGI i-dí-a-šùr bu du ú,"Witnessed by Aššur-rabi son of Mannum-šumšu, by Enna-Suen son of Iddin-abum, by Iddin-Aššur."
a-na {d}MAR.TU-ba-ni a-šùr-i-mì-tí ṣí-lu-lu šu-ku-bi4-im en-nu-um-DINGIR a-šùr-dan ili5-ba-ni en-na-sú-in LUGAL-{d}IM ù zi-ki-ki qí-bi-ma um-ma ša-lim-a-šùr-ma,"To Amurrum-bāni, Aššur-imittī, Ṣilūlu, Šu-Kūbum, Ennam-ilī, Aššur-dan, Ilī-bāni, Enna-Suen, Šar-Adad and Zikiki from Šalim-Aššur:"
ṭup-pá-am ša kà-ri-im bu-ru-uš-ha-dim ṣa-he-er GAL ù ṭup-pá-am ša ú-ší-na-lam DUB.SAR ša kà-ri-im bu-ru-uš-ha-dim DUMU i-ba-a ú ṣú-ha-ru-um ša ú-ší-na-lam a-na kà-ri-im kà-ni-iš ṣa-he-er GAL a-šu-mì a-bu-ša-lim ÌR ub-lu-nim,"The scribe of the Burušhaddum colony, Ibaya's son and a servant of Ušinalam have brought a tablet from the plenary assembly of the Burušhaddum colony and a tablet from Ušinalam to the plenary assembly of the Kanesh colony concerning the slave Abu-šalim."
um-ma šu-nu-ma 16 li-me-e 40 ma-na URUDU ší-im SÍG.HI.A a-bu-ša-lim ÌR a-na ú-ší-na-lam ha-bu-ul 30 li-me-e URUDU ša nam-e-dim ša É.GAL-lúm ha-bu-lu ú-ší-na-lam ú-ṣa-li-im,"They said: ""The slave of Abu-šalim owes 16,040 minas of copper, the price of wool, to Ušinalam. As to the 30,000 minas of copper from the others that they owe to the palace, he answered Ušinalam."""
um-ma šu-nu-ma a-bu-ša-lim li-li-kam šu-ma a-bu-ša-lim lá-šu bé-el-šu le-tí-qám a-na-kam a-na na-áp-ša-tí-ni ù KÙ.BABBAR-áp a-bu-ša-lim ni-ša-hu-ut ší-ip-ru ša a-lim{ki} ku-lu-šu-nu-ma ù kà-ru-um kà-ni-iš ṭup-pí-šu-nu iš-ta-me-ú-ma,"They went on: ""Abu-šalim must come. If Abu-šalim is absent, his master must travel. Here we fear for our lives and Abu-šalim's silver."" When all of the envoys from the City and the Kanesh colony had heard their letters,"
um-ma šu-nu-ma ú-ší-na-lam tù-ṭá-áb a qá-tí ili5-ba-ni DUB.SAR kà-ri-im bu-ru-uš-ha-dim ù ṣ,"they said: ""You will have to satisfy Ušinalam."" They handed me to Ilī-bāni, the scribe of Burušhaddum colony and Ušinalam's servant together with my merchandise that had come up from the City,"
a-na šál-ma-a-šur qí-bi4-ma um-ma {d}IM.GAL-ma ṭup-pá-kà a-na-kam šu-IŠTAR a-šur-ma-lik šál-ma-a-šur iš-me-ú-ma,"To Šalim-Aššur from Adad-rabi: Here Šu-Ištar, Aššur malik and Šalim-Aššur heard your letter,"
um-ma šu-nu-ma a-wa-tum a-ni-tum a ma-lá ša ṭup-pì-šu ša iš-pu-ra-ni ke-na i-sú-ri-ik i-na ma-ah-ri-ni é-ta-ú šu-IŠTAR a-wa-tám i-šu,"""This matter is correct as he wrote in the letter he sent: Issu-arik declared such in our presence."" Šu-Ištar raised the matter,"
um-ma šu-nu-ma šu-IŠTAR a-wa-sú li-il5-qé-ma a-na KÁ-áb DINGIR nu-NU-ri-id-ma ṭup-pá-am,"and they said: ""Let Šu-Ištar have his case, so we led him to the Gate of God, and we gave you a tablet."""
lu ni-dí-na-kum a-šu-mì ša DUMU i-ba-a ú a-na ší-bi4-kà kà-ra-am lá ša-a-lam a-ṣé-er ru-ba-im né-ru-ma,"Concerning this matter of Ibaya's son, and in order not to raise questions to the colony about your witnesses, we went in to the king,"
um-ma ru-ba-ú-um-ma be-el a-wa-tim li-li-kam-ma lá ta-ma-ha-ra i-nu-mì DUMU i-ba-a i-lá-kà-ma a-lam i-ma-hu-ru-ni i-nu-mì-šu u4-me er-ša a-na ší-bi4-ku-nu ta-e-ra-ma kà-ra-am lá ša-a-lam a-na a-lim{ki} ta-e-ra-ma,"and the king said: ""Let the litigant come and do not confront (the assembly). When Ibaya's son arrives and they confront the City assembly, at that time demand terms. Rebuff (the matter) with respect to your witnesses and turn (them) back to City assembly so as not to ask questions of the colony,"
um-ma a-tù-nu-ma a-wi-lu-um be-el na-ru-qí-im ú-ša-sà-ha-am a-na ší-bi4-šu kà-ra-am i-ša-al i-nu-mì-šu a-lu-um i-da-na-ku-nu-tí,"and then say: ""The man will extradite the owner of the joint-stock capital. He will question the colony about his witnesses""- then the City assembly will give you (the right to a case)."""
šu-be-lúm DUMU i-dí-a-bi4-im a-na PUZUR4.IŠTAR DUMU da-da iṣ-ba-at-ni-a-tí-ma,"Šu-Bēlum son of Iddin-abum siezed us in his case against Puzur-Ištar son of Dada,"
um-ma šu-bé-lúm-ma a-na PUZUR4.IŠTAR-ma 16 ma-na KÙ.BABBAR ù ṣí-ba-sú a-na a-bi-a ha-bu-lá-tí KÙ.BABBAR ù ṣí-ba-sú im-tí-da-kum 1 ma-na-um ⅓ ma-na i ša-tim tù-ṣa-áb,"and Šu-Bēlum said to Puzur-Ištar: ""You owe 16 minas of silver and its interest to my father. The silver and the interest on it has become a great sum for you: You pay ⅓ mina per year as interest."""
um-ma PUZUR4.IŠTAR-ma a-bu-kà maš-ke-e il5-ta-qé-ma KÙ.BABBAR,"Puzur-Ištar answered: ""Your father has already received hides so he has been paid the silver."""
ša-bu ki-ma šu-bé-lim nu-ší-ib-ma ni-iš a-lim{ki} it-mu-ú-ma a-na 6 ma-na KÙ.BABBAR i-mì-ig-ru,We sat down (to negotiate) on behalf of Šu-Bēlum and they were swore an oath by the City and agreed on 6 minas of silver.
IGI ni-mar-IŠTAR IGI en-nam-a-šùr a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni,"Witnessed by Nimar-Ištar, by Ennam-Aššur; Aššur-nādā son of Šū-Illil is our (absent) partner."
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
um-ma kà-ru-um kà-ni-iš-ma a-na kà-ar kà-ar-ma ú wa-bar-ra-tim a-dí tù-ùh-pí-a qí-bi-ma,"Thus kārum Kanesh, say to every single colony and the trading stations until Tuhpiya as follows:"
ku-li-a ší-pár-ni a-na ta-i-tim ša-pí-ir,"Kuliya, our messenger, has been sent to transmit instructions."
2-ší-na mu-qá-ri-bé dí-na-šu-ma kà-ru-um a-na kà-ri-im li-ip-qí-sú,Give him two escorts and (thus) (each) colony must convey him to the (next) colony.
lá tù-ša-as-ha-ra-šu ša i-na mu-qá-ri-be ta-bi-ra šu-ma a-lá-kam iš-tí ku-li-a lá i-mu-ú kà-sí-a-šu-ma šé-ri-a-ni-šu,"Do not cause him delay! If among the escorts you have chosen somebody refuses to accompany Kuliya, bind him and have him brought here."
19 GÍN KÙ.BABBAR SAHAR.BA ší-im 1⅚ ma-na LÁ 2 GÍN AN.NA ša kà-nu-tim i li-bi a-mur-IŠTAR DUMU i-da-a a-na ITU.1.KAM i-ša-qal,"19 shekels of 'dust silver', the price of 1 mina and 48 shekels of tin, which Kannūtum has as claim on Amur-Ištar, son of Idaya - within one month he will pay."
ITU.KAM qá-ra-tum IGI šál-ma-{d}IŠKUR nu-a-ri-im IGI i-dí-sú-in DUMU a-ta-na-ah,"Month 8 In the presence of Šalim-Adad, the musician, of Iddin-Suen, the son of Atanah."
a-na ku-li-a qí-bi4-ma um-ma al-pì-lí ú a-šur-lá-ma-sí,"To Kuliya, thus says Alpilī and Aššur-lamassī:"
šál-ma-ni i ta-wi-ni-a wa-áš-ba-ni ni-iš-ta-na-me wa-áš-bu-tum ša wa-ah-šu-ša-na i-ta-ṣú-nim,"We are well, we are staying in Tawiniya. We hear rumors that the residents of Wahšušana have left the city."
ni-ša-pá-ra-ku-um ta-ma-lá-ke ša qá-tí-kà al-pì-lí ú-ša-al li-ba-kà lá i-pá-ri-id,"As for the coffers under your control, Alpilī will make enquiries. Do not get afraid!"
9 ma-na URUDU SIG5 i li-bi ur-dim ša i re-eš kà-ri-im dur4-hu-mì-iš i-za-zu,"9 minas of refined copper due from Urdum, who serves kārum Durhumit."
1 ma-na URUDU ší-kam i li-bi4 a-šur-i-dí DUMU IŠTAR-ba-ni,"1 mina of šikku-copper due from Aššur-idī, son of Ištar-bāni."
2 kà-ar-pát kà-mu-né ku-nu-ki-šu 13 ú-kà-pè wa-dí-ú-tum mì-ma a-nim ša ku-li-a,"Two jars of cumin, with his seal, 13 <gap> saddelclothes - all this belongs to Kuliya."
ṭup-pá-am ša ba-áb DINGIR ša i-na ku-bu-ur-na-at a-ba-a ú a-na-ah-ì-lí ip-qí-du-ni-ni-ma i-na kà-né-eš a-na a-ta-ta DUMU ma-num-ba-lúm-a-šur IGI a-šur-ba-ni DUMU ì-lí-a-lim IGI a-šur-e-nam DUMU be-lúm-ba-ni áp-qí-id,"The tablet (with the testimony given) in the gate of the god, which in Kuburnat Abaya and Anah-ilī entrusted to me, in Kanesh to Atata, son of Mannum-balum-Aššur, in the presence of Aššur-bāni, son of Ilī-ālum and of Aššur-ennam, son of Bēlum-bāni I entrusted it."
kà-ru-um ṣa-he-er GAL dí-nam i-dí-in-ma ša-lim-a-šùr ù šu-be-lúm u4-ma-ma ú-za-ku-ru-ma a-šar i-ma-gu5-ru-ni e-ta-wu ú ṭup-pá-am ša a-lim{ki} ù ša be-el mì-ig-ra-tí-šu-nu IGI da-a-a-ni i-ša-ku-nu,"The plenary assembly of the colony passed a verdict, stating that Šalim-Aššur and Šu-Bēlum on this very day must make declarations, and they must discuss in order to come to an agreement; further they must deposit the tablet from the City assembly and of the men who settled their affair before the judges."
14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na ší-im SÍG.HI.A ša ú-ší-na-lam bu-zu-ta-a il5-qé,Buzutaya has received 14 minas of refined silver from the proceeds of Ušinalam's wool.
IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI iš-me-DINGIR IGI a-šùr-ba-ni IGI en-na-sú-in IGI a-šùr-e-mu-qí IGI ah-ša-lim me-er-e-šu,"Witnessed by Aššur-imittī son of Dudiki, by Išme-ilum, by Aššur-bāni, by Enn-suen, by Aššur-emūqi, by Ah-šalim his son."
kà-ru-um dí-nam i-dí-in-ma ša-lim-a-šùr ṭup-pu-šu a ší-bi-šu ma-lá KÙ.BABBAR a-na hu-bu-ul i-dí-a-bi-im ú-ša-qí-lu ŠU.NÍGIN KÙ.BABBAR a-na me-er-e i-dí-a-bi-im i-qá-bi um-ma šu-ut-ma KÙ.BABBAR a-nim a-ha-a ú-ša-qí-il5,"The colony has passed a verdict stating that Šalim-Aššur must mention to the sons of Iddin-abum his tablets for his witnesses to how much silver-all the silver-he has paid to cover Iddin-Abum's debt. He is to say:""This silver I paid in different places."""
a-na 23 ha-am-ša-tim i-ša-qal šu-ma i-na u4-me-šu ma-al-ú-tim la iš-qú-ul,From the hamuštum of Amur-Ištar he has 20 weeks to pay.
1½ GÍN.TA i ITU.KAM a-na ma-na-im ú-ṣa-áb IGI a-mur-IŠTAR IGI la-qé-ep,If by the full term he has not paid 1 ½ shekels per month per mina will be added.
ša 14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-mur-IŠTAR i-šu-ú,Iddin-abim owes 14 minas refined silver to Amur-Ištar.
iš-tù ha-mu-uš-tim ša da-la-áš ù du-ùh-ni-iš a-na 43 ha-am-ša-tim i-ša-qal,From the hamuštum of Da-la-áš and Duhnis he has 43 weeks to pay.
šu-ma i-na ma-lá u4-me-šu lá iš-qúl 1½ GÍN.TA i ITU.1.KAM a-1 ma-na-im ú-ṣa-áb i-na KÙ a-nim 5 ⅔ ma-na 5 GÍN ša a-šùr-e-mu-qí i-šé-ra-tim wa-ar-ki-a-tim i-ma-ar,If by the full term he has not paid 1 ½ shekels per month per mina will be added.
um-ma a-šùr-ša-dí-DINGIR a-mur-IŠTAR DU10-ṣí-lá-a-šùr ì-lí-a-LIM a-nu-pí-a ù a-ba-ba-a-a-i a-na ku-li-a qí-bi-ma,"Thus Aššur-šad-ilē, Amur-Ištar, Tāb-ṣilli-Aššur, Ilī-anum, Anuppiya, and Ababayai, say to Kuliya:"
a-wa-tí-kà ša É sà-ba-sí-a qá-du-um ša u4-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma,"We have settled your affair concerning Sabasiya's house, considering the fact that a term had been set for you."
a-ṣé-er KÙ.BABBAR ù KÙ.KI ša té-zi-bu 1⅓ ma-na iš-tí DU10-a-šur DUMU DU10-ì-lí 1 ma-na-um 7 GÌN a-na ṣí-ib-tim,"And in addition to the silver and gold you had left behind we borrowed 1 ⅓ mina from Ṭāb-Aššur, son of Ṭāb-ilī, at an interest of 7 shekels per mina."
ni-il5-qé-ma KÙ.BABBAR nu-ša-bi4-šu-nu-ma 3 ṭup-pé-e ša a-lim{ki} 1 ṭup-pá-am ša 1½ ma-na KÙ.BABBAR ša hu-bu-li-kà ú-šé-ru-ni-a-tí,"And with that silver we have satisfied them, whereupon they released to us 3 tablets of the City (and) 1 tablet recording a debt of yours of 1 ½ mina of silver."
a-ša-at-kà iš-tí-ni kà-an-kà-at ITU.1.KAM ma-hu-ur-ì-lí li-mu-um da-ni-a,"Your wife has sealed (the debt-note) together with us, (dated to) the IVth month of the eponymy of Dān-Ea."
a-pu-tum ki-ma ṭup-pí-i ta-áš-me-ú KÙ.BABBAR ù ṣí-ba-sú šé-bi4-lá-ma ṭup-pá-am ša ku-nu-ki-ni ù ku-nu-uk a-ší-tí-kà lu né-du-uk,"Please, as soon as you have heard the letters, send the silver with the interest on it and then we will cancel the tablet with our seals and the seal of your wife."
a-na ší-a-ma-tim ša PUZUR4-a-šur DUMU a-hu-wa-qar tù-ub-lam kà-i-na-ni-a-tí-ma a-ta-ma ší-ma-am ša-am-ma qá-at-ni lu ni-iš,"We led him down to the Gate of the god and in the Gate this agreement was reached: Henceforth, wherever you see him you will make him swear the oath."
da-a-a-nu dí-nam i-dí-nu-ma 6 GÍN KÙ.BABBAR ša kà-áp-sí-a DAM.MÍ a-lá-bí-im a-na bu-ṣí DUMU.MÍ i-dí-{d}IŠKUR ta-dí-nu iš-tù li-mì-im a-šùr-i-mì-tí ma-lá-hi-im 1 ma-na-um ½ ma-na i-na ša-tim ṣí-ib-tám tù-ṣú-bu a-na KÙ.BABBAR ú ṣí-ba-tí-šu kà-áp-sí-a DAM.MÍ a-lá-bi4-im bu-ṣí DUMU.MÍ i-dí-{d}IŠKUR ta-še-e,"The judges passed the following verdict: The 6 shekels of silver that Kapsiya, wife of Ali-abum, had given to Būṣi, wife of Iddin-Adad, and for which for the eponymy of Aššur-imittī, the boatman, she would add an interest of ½ mina per year - for this silver and the accumulated interest on it Kapsiya, the wife of Ali-abum will sue Bṣi, wife of Iddin-Adad."
a-ki-a DUMU PUZUR4-a-šùr <gap> {d}UTU-ba-ni DUMU en-na-sú-in ma-nu-um-ki-a-šùr DUMU a-hu-wa-qar a-wi-lu a-ni-ú-tum da-a-nu,"Akiya, son of Puzur-Aššur, Šamaš-bāni, son of Ennam-Suen, (and) Mannum-kī-Aššur, son of Ahu-waqar - these gentlemen were the judges."
šu-bé-lúm DUMU i-dí-a-bi-im a-na PUZUR4.IŠTAR iṣ-ba-at-ni-a-tí-ma,"Šu-Bēlum son of Iddin-abum seized us in his case against Puzur-Ištar,"
um-ma šu-bé-lúm-ma a-na PUZUR4.IŠTAR-ma 16 ma-na KÙ.BABBAR ù ṣí-ba-sú a-na a-bi-a ha-bu-lá-tí KÙ.BABBAR ù ṣí-ba-sú im-tí-da-kum ma-na-um ⅓ ma-na i-na ša-tim tù-ṣa-áb um-ma,"and Šu-Bēlum said to Puzur-Ištar: ""You owe 16 minas of silver plus interest to my father. The silver and the interest on it has become a great sum for you. You pay ⅓ mina per year as interest."""
um-ma PUZUR4.IŠTAR-ma a-bu-kà maš-ki-a il5-qé-ma uš-ta-bu-ú ki-ma,"Puzur-Ištar answered: ""Your father recieved my hides so he has been paid."""
šu-be-lim nu-ší-ib-ma ni-iš a-lim{ki} it-mu-ú-ma a-na 8 ma-na KÙ.BABBAR i-mì-ig-ru,We sat down (to negotiate) on behalf of Šu-Bēlum and they swore an oath by the city and agreed on 8 minas of silver.
IGI ni-mar-IŠTAR IGI en-um-a-šùr a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni,"Witnessed by Nimar-Ištar, by Ennam-Aššur; Aššur-nādā son of Šu-Illil is our (absent) partner."
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
a-na DINGIR-mu-ta-bi-il5 qí-bi-ma um-ma en-um-a-šùr-ma,To Ilī-mutabbil from Ennam-Aššur:
a-na-kam a-na-ku ù lá-qé-ep DUMU šu-a-šùr i-na ma-ah-ri-kà ù IGI lá-qé-ep DUMU PUZUR4-ša-du-e i-na É kà-ší-im ni-kà-sí ni-sí-ma 12½ ma-na 7 GÍN ṣa-ru-pá-am e-zi-ib KÙ.BABBAR e-li-tí-ni i-na li-bi lá-qé-ep,"Here I and Lā-qēp s. Šū-Aššur settled accounts in the house of the official with you and Lā-qēp s. Puzur-šadu'e as witnesses, and 12 ½ minas 7 shekels of refined silver - apart from the silver of our caravan - is owed by Lā-qēp."
iš-tù ha-muš-tim ša i-tur4-DINGIR a-na KÙ.BABBAR ku-a-tí ú-ša-zi-iz,Reckoned from the week of Itūr-ilī. With respect to the silver it was you I designated.
i-na pu-ru-uš-ha-dim i-na e-ra-bi-šu-ma KÙ.BABBAR ú-šé-ba-lam,"On his arrival in Purušhaddum, he should send the silver."
KÙ.BABBAR i-na pu-ru-uš-ha-dim i-na e-ra-bi-šu-ma a-na ma-lá a-wa-tí-ni a-na KÙ.BABBAR ša ú-ša-zi-za-ku-ni-ma KÙ.BABBAR lá iš-ta-aq-lu a-ta ṭup-pu-šu ta-al-pu-ut-ma u4-me-e ta-áš-ku-šu-um,"When he arrived in Purušhaddum in accordance with our agreement you wrote a tablet for him for the silver for which I had designated you and which he did not pay, and you set a term for him."
ù a-ṣé-er ša ki-ma i-a-tí ù ku-a-tí a-na KÙ.BABBAR ša-áš-qú-lim áš-ta-pá-ra-šu-ma KÙ.BABBAR a-na ša ki-ma i-a-tí ù ku-a-tí a-dí u4-mì-im a-nim lá iš-ta-qá-lá-ni,"Also, I kept writing to my representatives and you to have the silver paid, but until this day he has not paid the silver to my representatives or to you."
ù iš-tù a-na-ku a-lá-kà-ni KÙ.BABBAR i-ta-ri-šu-ma i-ta-ri-šu-ma KÙ.BABBAR ta-da-nam ú-lá i-mu-a um-ma šu-ut-ma ṭup-pì DINGIR-mu-ta-bi-il5 il5-pu-ut a-na ṭu,"Also, after I personally arrived, he demanded and demanded the silver repeatedly, but he would not pay the silver."
KÙ.BABBAR a-na-ku lá i-ša-qal šu-ma lá iš-qú-ul,"If he has not left for the City within his stipulated term, he must repay the silver to Kula."
a-na 1 ma-na-im 1½ GÍN.TA i-na 1 ITU.KAM ú-ṣa-áb IGI a-šùr-ba-ni IGI i-dí-sú-in,If he does not pay 1 mina 1 ½ shekels per month will be added.
um-ma kà-ru-um kà-ni-iš-ma a-na ku-li-a ša-qí-il5 da-tim kà-ri-im té-ga-ra-ma ù a-li i-dí-a-šùr DUMU ku-ku-lá-nim wa-áš-bu-ni,"Thus kārum Kanesh, speak to Kuliya, the dātu-payers, kārum Tegarama, and wherever Iddin-Assur s. Kukulānum is staying."
qí-bi-ma ni-kà-sí ni-sí-ma 25 ma-na 4¼ GÍN da-tám ni-iš-qúl,We have settled accounts and we paid 25 minas and 4 ¼ shekels (of silver) as dātum.
i-dí-a-šùr a-na ni-kà-sí kà-ší-id iš-tù 5 ša-na-tim a-na wa-ah-šu-ša-na ú dur4-hu-mi-it ni-iš-ta-pár-šu-ma a-di u4-mì-im a-nim i-ta-ba-al-ni-a-tí,"Iddin-Aššur is liable for the settlement of accounts; since five years we keep sending messages to him to Wahšušana and Durhumit, but until this very day he holds us in play."
a-ma-kam KÙ.BABBAR da-a-sú ša ga-me-er-tim ša-áš-qí-lá-šu,Make him pay the silver over there his dātum for a full share.
šu-ma i-qá-bi4 um-ma šu-ut-ma a-na ga-me-er-tim lá kà-áš-da-ku ša mì-iš-li ša-áš-qí-lá-šu,"If he objects and says: 'I cannot match the full amount', make him pay for half the amount."
GÍR ša a-šur ta-mì-a-šu 40 ma-na KÙ.BABBAR lá ma-ṣú-ni 30 ma-na KÙ.BABBAR lá kà-áš-du-ni 20 ma-na KÙ.BABBAR ša mì-iš-li-šu lá i-šu-ú-ni KÙ.BABBAR lu ša ra-mì-ni-šu lu ša um-mì-a-ni-šu ša a-lim{ki} lu ša GÍN-lam5 wa-áš-bu KÙ.BABBAR ma-lá na-áš-a-ku-ni lu wa-ar-ki-a e-zi-ib lu a-na pá-ni-a ú-šé-bi4-il5 a-na ni-kà-sí a-na ga,"Then make him swear by the dagger and let him state before the dagger his šaddu'utu-tax, and that he does not owe any additional šaddu'utu-taxes apart from the one he states under oath."
um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il5 da-tim ší-ip-ri-ni kà-ar kà-ar-ma ú wa-bar-ra-tim qí-bi4-ma,"Thus kārum Kanesh, say to the dātu-payers, our messenger, every single colony, and the trading stations:"
ṭup-pu-um ša a-lim{ki} i-li-kam i-na ṭup-pì-im ša a-lim{ki},A letter of the City has arrived. In the letter of the City (it is written):
