transliteration,translation
ší-bi šu-uk-na-šu-um-ma ù na-pá-al-tù-šu KI a-li-ki pá-nim-ma té-er-ta-ku-nu li-li-kam,Set witnesses for him and then send me word with his answer as soon as possible.
ku-ul a-wa-tim a-lu-lá-a,Alulaya knows the entire business.
i-de8 a-ma-kam lu-pá-tí-ku-nu,Let him inform you there. 
iš-tù ḫa-muš-tim ša kur-ub-IŠTAR DUMU a-lá-ḫi-im ITU.KAM 1 té-i-na-tim li-mu-um a-šur-na-da DUMU ì-lí-bi4-na-ni, 
ma-na 4 GÍN KÙ.BABBAR i-ṣé-er IŠTAR-pá-li-il5 i-dí-IŠTAR i-šu,Ištar-pālil owes 1/3 mina 4 hekels silver to Idī-Ištar.
iš-tù ḫa-mu-uš-tim ša i-dí-a-šur a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na u4-mì-šu lá iš-qú-ul e-ra-áb-ma É DAM.GÀR a-na bi-it-qá-tim a-lá-qé-šu-um,From the ḫamuštum of Iddin-Aššur he has 13 weeks to pay.
IGI da-da DUMU DINGIR-mu-ta-bi-il5 IGI ba-zi-a IGI i-dí-a-bi-im DUMU mu-ni-qí-im,"Witnesses: Dad s. Ilī-mutabbil, Bazia, Iddin-Abim s. Muniqum."
ù 7 GÍN KÙ.GI KI i-tur4-DINGIR,2 minas 44 1/3 shekels silver and 7 shekels gold owed by Itūr-ilī.
i-ṣé-er a-gu5-za i-ku-num i-šu iš-tù a-lim{ki},Aguza owes Ikūnum 1 mina 45 shekels refined silver.
i-ku-num i tù-a-ri-šu a-gu5-za <gap> KÙ.BABBAR i-ša-qal šu-ma lá ìš-qúl 1.5 GÍN.TA a-na ma-na-im i-na ITU.KAM,Aguza will pay the silver at Ikūnum's return from the city.
ú-ṣa-áb <gap> IGI PUZUR4.IŠTAR DUMU DINGIR-pì-lá-aḫ IGI PUZUR4-tí-am-tí-im DUMU IŠTAR-pá-li-il5,"If he does not pay (on time), he will add 1 1/2 shekels per mina per month."
um-ma a-šùr-i-dí-ma a-na a-šùr-na-da qí-bi4-ma,From Aššur-idī to Aššur-nādā:
ki-ma šé-ep {d}IŠKUR ra-pì-dim é-tí,As if by the foot of divine Adad in full rush my house is devastated!
ra-ḫi-iṣ ù a-ta ta-da-lá-ak,But as for you-- you have gone away!
a-pu-tum a-wa-at ì-lí ú-ṣú-ur a-na,"Please, please heed the words of the gods!"
ni-ki-iš-tim ša DINGIR i-ṣí-ra-ku-ni lá ta-tù-ar ta-tù-ar-ma,Do not renounce the decision that the god has drawn up for you.
ta-ḫa-li-iq AN.NA,"If you renounce it, you will perish!"
ša i-na ṭup-pì-im lá-pu-ta-ku-ni i-na ni-kà-sí le-eš-ku-nu ù,"The tin for which I was booked in the tablet, let them claim that at the accounting."
a-ta 6 ma-na 8 GÍN AN.NA ni-a-am i-na ni-kà-sí šu-ku-un 2 ma-na,Then you too may claim 6 minas 8 shekels of tin belonging to us at the accounting.
13.33333 GÍN KÙ.BABBAR zu-zu ḫa-bu-la-am 1 ma-na,Zuzu owes me 2 minas 13 1/3 shekels of silver.
KÙ.BABBAR iš-tí {d}UTU-ba-ni DUMU PUZUR4.IŠTAR 0.5 ma-na,1 mina of silver is owed by Šamaš-bāni son of Puzur-Ištar.
5 GÍN KÙ iš-tí {d}en-LÍL-ba-ni 1 ma-na,1/2 minas 5 shekels of silver is owed by Illil-bāni.
KÙ.BABBAR ša iḫ-bu-lá-ku-ni 0.5 ma-na ša a-šùr-{d}UTU-ši ub-lá-ku-ni AN.NA-ak-šu 8 ma-na ù 6 ma-na AN.NA ša a-na ILLAT ta-ša-ku-nu le-qé-ma ŠU.NÍGIN 14 ma-na 8 GÍN AN.NA a-na ṣé-er KÙ.BABBAR i-dí-ma i-na a-li-ki-im ku-nu-uk-ma i-na e-ra-bi-kà-ma ki-ma šu-ul-mì-kà šé-bi4-lá-am šu-ma,"The 1 mina of silver which he borrowed from you, the 1/2 mina which Aššur-šamšī has brought to you-in tin it was 8 minas--plus the 6 minas of tin that you will claim for the enterprise--take that, and then add in all"
a-ḫi a-ta li-bi4 lá tù-lá-ma-an šu-ma,"If you are truly my brother, do not make me angry."
{d}UTU-ba-ni lá-šu 1 ma-na KÙ me-eḫ-ra-tim i-dí-ma šé-bi4-lá-am a-pu-tum,"If Šamaš-bāni is absent, then make available a corresponding amount of 1 mina of silver and send it to me."
qá-tí a-na ni-kà-sí i-ta-dí,"Please, let my share be deposited at the time of the accounting."
ša-ra-bu-nu-wa i-šu,Abu-šalim s. Asqudim owes Šarra-bunua 16 1/2 shekels fine quality silver.
ITU.KAM ḫu-bu-ur li-mu-um da-dí-a a-na ITU.5.KAM i-ša-qal,Month: ḫu-bu-ur
šu-ma lá iš-qú-ul 1.5 GÍN.TA KÙ.BABBAR i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,"If he does not pay, 1 1/2 shekels silver per month interest he will add"
um-ma en-um-a-šùr-ma a-na SIG5-pí-i-a-šur qí-bi-ma,From Ennam-Aššur to Damiq-pī-Aššur:
i-na pá-ni-tim-ma áš-pu-ra-kum,"I wrote you earlier,"
um-ma a-na-ku-ma šu-ma ILLAT-at-kà i-sà-ri-dam ù a-ta qá-dí-ma ILLAT-tí-kà sí-ir-dam-ma lu-qú-tám ša DAM.GÀR ša ta-ra-dí-ú TÚG.ḪI.A SIG5-tim bi-ir-ma i-na ma-a-ma ú-lá i-na ú-na-ap-sé e-zi-ib-ma ší-tí TÚG.ḪI.A ma-ṭí-ú-tim lu i-na ša DAM.GÀR i-ba-ší-ú lu ša bé-ú-lá-tí-kà ù-lu i-na ša bé-ú-lá-at ṣú-ḫa-re-e i-ba-ší-ú qá-dí-ma tap-pá-e-kà a-na É.GAL-lim le-ru-bu-nim,"saying: ""If your caravan is loading up, then you too should pack up together with your caravan, and choose textiles of good quality from the goods of the merchant that you are leading, and leave them in Mamma or in Unapše, and the rest of the less good textiles - both from what remains of the merchant's and from your own working capital and from the working capital of the servants - should enter the palace together with your partners."""
a-ni na-ab-ri-tum i-na ur-šu i-ṣa-ba-at-ku-nu,"Now, the hiatus has overtaken you in Uršu."
ki-ma ku-pá-um ma-du-ni a-na lu-qú-ut DAM.GÀR-ri-im ša ki-ma qá-qí-dí-a ú-lá áš-tap-ra-am,"Because there is a lot of snow, I have not sent anyone on whom I could rely for the goods of the merchant."
i-na na-áp-ṭí-ir ku-nu-tí ù a-na-ku ú-lá ša ki-ma qá-qí-dí-a a-ṭa-ra-dam-ma mì-li-ik lu-qú-tim ša DAM.GÀR a-ma-lik,"At the opening of snows, then I shall send either myself or someone I can rely on, and I shall make a decision about the merchant's goods."
mì-šu ša ta-áš-pu-ra-ni um-ma a-ta-ma tí-ir-tí DAM.GÀR ḫi-mì-tum i-li-kam,"What is that you wrote, saying: ""A heated letter from the merchant came."
a-na-ku sà-aḫ-ra-ku-ma a-na lu-qú-tim ša DAM.GÀR mì-li-ik-ša ma-lá-kam lá a-al-té-e,"I have personally been delayed and been unable to take any decision about the merchant's goods."""
ba-a-nim i-a-tí ta-ša-pá-ra-am,"Come on, it is to me you write!"
a-pu-tum ri-iš lu-qú-tim ša DAM.GÀR ša-ṣí-ir,"Urgent, guard the goods of the merchant;"
ú a ma-lá tí-ir-tí-kà um-ma a-ta-ma ṣú-ba-tù an-ḫu-tum i-ba-ší-ú a-pu-tum i-na {d}UTU-ši ša ṭup-pí ta-ša-me-ú i-na ḫu-ur-ší-im ša ib-ri-im a-ta ù ì-lí-áš-ra-ni TÚG.ḪI.A kà-lá-šu-nu-ma na-pí-ša-ma 3 u4-me-e ú 5 u4-me-e li-ib-ší-ú-ma šu-ta-áb-lá-ki-da-šu-nu,"and with regard to your message where you said: ""There are some old textiles"" --urgent, the very day you hear my letter you and Ilī-ašranni should air all of the textiles in the storeroom of a friend, and leave them for 3 or 5 days before you turn them over."
ma-ma-an ša-ni-am lá tù-ṭá-ḫa-a,Do not let anyone else approach (them).
a-dí 10 u4-me-e lá ta-ḫa-ta-ar,Do not hesitate for 10 days!
a-ṣé-er e-ni-ša-ri-im a-dí AN.NA-ki-kà ú-ṣú-ur-ší-IŠTAR áš-ta-pá-ar,I have sent Uṣur-ša-Ištar to Enišārum concerning your tin.
iš-tù za-al-pá i-tù-ru-nim-ma a-lá-ḫa-am a-ṭá-ra-dam 0.5,"When they come back from Zalpa, I shall send Ali-aḫum."
ma-na ṣa-ru-pá-am ú ša 3 GÍN sà-ḫi-ir-tám ku-nu-ki-a ili5-tù-ra-am ú-šé-bi4-lá-kum 15,I sent Ilī-tūram to you with 1/2 mina of refined silver and small goods worth 3 shekels under my seal.
GÍN KÙ.BABBAR ší-im TÚG-tí-kà id-na-a ú a-lu-a na-áš-ú-ni-kum,"Idnaya and Aluwa are bringing you 15 shekels of silver, the proceeds from your textile."
e-ma-ru-kà lu ak-lu,Your donkeys should be fed.
a-na 0.33333 ma-na 2.5 GÍN KÙ.BABBAR bé-ú-lá-tí-šu ša {d}UTU-tap-pá-i kur-ub-IŠTAR i-šé-e-šu,"For the 1/3 mina 2 1/2 shekels of silver, the working capital of Šamaš-tappā'ī  Kurub-Ištar will sue him."
šu-ma {d}UTU-tap-pá-i ù DINGIR-ma-lik a-na ší-mì-im ta-ad-nu a-na ší-bi-šu-nu e-ta-wu-ú,"If Šamaš-tappā'ī and Ilum-malik have sold (their working capitals), they will discuss with their witnesses."
na-ni-a qá-ta-tum ù ú-ṣú-pí-iš-ku-um a-wi-lu-ú a-ni-ú-tum da-a-nu,"Nannia, Katātum and Uṣup-iškum, these men are the judges. "
ma-na 15 GÍN KÙ.BABBAR i-dí-a-bu-um DUMU a-šùr-DUG a-na šál-maḫ DUMU dan-a-šur a-na be-a-lim i-dí-in,Iddin-Abum s. Aššur-ṭāb gave 1 mina 15 shekels silver to Šalim-aḫum s. Dān-Aššur for management.
iš-tù a-lim{ki} i-na e-lá-i-šu i-ša-qal,He will pay at his ascension from the city.
a-ḫa-ma 1 ma-na KÙ.BABBAR ni-is-ḫa-sú wa-ṣí-sú DIRI i-dí-a-bu-um DUMU a-šùr-DUG a-na šál-maḫ DUMU dan-a-šur i-da-an-ma iš-tù a-lim{ki} i-na e-lá-i-šu 2 ma-na KÙ.BABBAR i-ša-qal,"Iddin-abum s. Aššur-ṭāb will give to Šalim-aḫum s. Dān-Aššur separately 1 mina silver, his excise and exit tax added and he will pay 2 minas silver at his ascension from the city."
ŠU.NÍGIN 3 ma-na 15 GÍN KÙ.BABBAR iš-tù a-lim{ki} i-na e-lá-i-šu lu i-na kà-ni-iš lu i-na ḫa-tim a-li e-mu-ru-šu KÙ.BABBAR šál-maḫ a-na i-dí-a-bi4-im i-ša-qal,"In total, Šalim-aḫum will pay 3 minas silver to Iddin-abum at his ascension from the city, whether in Kanesh or Ḫattum wherever he meets him."
ú šál-maḫ 1 ma-na KÙ.BABBAR a-na i-dí-a-bi4-im i-da-an-ma i-dí-a-bu-um iš-tù a-lim{ki} i-na e-lá-i-šu 2 ma-na KÙ.BABBAR a-na šál-maḫ DUMU dan-a-šur i-dí-a-bu-um DUMU a-šùr-DUG i-ša-qal,"Also, Šalim-aḫum will pay 1 mina ailver to Iddin-abum so that Iddin-abum s. Aššur-ṭāb will pay 2 minas silver to Šalim-aḫum s. Dān-Aššur at his ascension from the city."
IGI ì-lí-a DUMU a-ta-a-a IGI a-lá-ḫi-im DUMU šu-lá-ba-an IGI pu-šu-ke-en6 DUMU bu-za-zu 2,"Witnesses: Iliya s. Attay, Al-aḫum s. Šū-Laban, Pūšu-kēn s. Buzāzu."
ma-na KÙ.BABBAR ṣa-ru-pá-am me-eḫ-ra-tim a-na ḫu-du-ur-lá DUMU a-šùr-ma-lik i-dí-in-ma me-ra-lí DUMU en-um-a-šur a-na ITU.KAM KÙ.BABBAR me-ra-lí a-na i-dí-a-bi4-im DUMU a-šùr-DUG i-ša-qal,He gave 2 minas refined silver to Ḫudurla s. Aššur-mālik as cash and Merali s. Ennum-Aššur will pay it to Idi-Aššur s. Aššur-ṭāb.
šu-ma KÙ.BABBAR me-ra-lí i-na wa-aḫ-šu-ša-na a-na ša ki-ma i-dí-a-bi4-im a-na a-bu-qar lá iš-ta-qal 3 ma-na KÙ.BABBAR iš-tù a-lim{ki} i-na e-lá-i-šu ḫu-du-ur-lá a-na i-dí-a-bi4-im DUMU a-šùr-DUG i-ša-qal,"If Merali does not pay the silver in Waḫšušana to Idī-abum's representative Abu-waqar, Ḫurdurla will pay Iddin-abum  s. Aššur-ṭāb 3 minas silver at his ascension from the city."
IGI ma-num-ba-lúm-a-šur DUMU en-um-a-šur IGI a-šùr-ba-ni DUMU be-lúm-na-da IGI le-dí-iš-IŠTAR a-ḫi-šu ša ḫu-du-ur-lá 1 ma-na KÙ.BABBAR ni-is-ḫa-sú wa-ṣí-sú DIRI ša-du-a-sú ša-bu i-dí-a-bu-um DUMU a-šur-DUG a-na a-lá-ḫi-im DUMU šu-lá-ba-an i-dí-in-ma a ma-lá gi5-mì-li-šu-nu 2 ma-na KÙ.BABBAR iš-tù a-lim{ki} i-na e-lá-i-šu a-na i-dí-a-bi4-im DUMU a-šùr-DUG a-lá-ḫu-um DUMU šu-lá-ba-an i-ša-qal,"Witnesses: Mannum-bālum-Aššur s. Ennum-Aššur, Aššur-bāni s. Bēlum-nādā, Lediš-Ištar his brother."
IGI ì-lí-a DUMU a-ta-a-a IGI a-mur-{d}UTU DUMU be-lá-nim IGI pu-šu-ke-en6 DUMU bu-za-zu 1 ma-na KÙ.BABBAR ṣa-ru-pá-am ša i-dí-a-bu-um DUMU a-šùr-DUG i li-bi bu-zu-ta-a DUMU lá-qé-pì-im i-šu-ú iš-tù a-lim{ki} i-na e-lá-i-šu KÙ.BABBAR i-ša-qal,"Witnesses: Iliya s. Attaya, Amur-Šamaš s. Bēlānim, Pūšu-kēn s. Buzazu."
IGI šu-be-lim DUMU i-ší-im-sú-en6 IGI DINGIR-mu-da-mì-iq DUMU šu-be-lim IGI PÚZUR-a-na DUMU DINGIR-na-da,"Witnesses: Šū-Bēlim s. Išim-Suen, Ilmu-damiq s. Šū-Bēlim, Puzur-Anna s. Ilī-nādā."
ITU.KAM té-i-na-tim,Month: Teʾinātim.
li-mu-um DUG-a-šur DUMU ú-zu-a 1,Eponymate: Ṭāb-Aššur s. Uzuwa.
ma-na KÙ.BABBAR ṣa-ru-pá-am i li-bi4 šál-mì-IŠTAR DUMU {d}IŠKUR-ba-ni i-dí-a-bu-um DUMU a-šur-DUG i-šu,Šalim-Ištar s. Adad-bāni owes Iddin-abum s. Aššur-ṭāb 1 mina refined  silver.
iš-tù a-lim{ki} i-na e-lá-i-šu i-ša-qal,He will pay at his ascension from the city.
IGI šu-be-lim DUMU i-dí-sú-en6 IGI šál-maḫ DUMU dan-a-šur <gap> KÙ.BABBAR i-dí-<gap>-DUG 1 ma-na 5 GÍN KÙ.BABBAR <gap> IGI a-šùr-ba-ni DUMU be-lúm-na-da IGI bu-zu-ta-a DUMU lá-qé-pì-im,"Witnesses: Šū-Bēlum s. Idī-Suen, Šalim-aḫum s. Dan+Aššur, ..."
um-ma šu-ḫu-bur-ma a-na pu-šu-ke-en6 ù en-um-a-šùr qí-bi-ma,From Šū-Ḫubur to Pūšu-kēn and Ennum-Aššur:
a-na en-um-a-šùr qí-bi-ma,To Ennam-Aššur:
a-ša-me-ma 10 ma-na KÙ.BABBAR i-na lu-qú-tí-a a-ma-kam ša ki-ma i-a-tí i-qí-pu-kà,I hear that my representatives entrusted to you 10 minas silver (credit) from my goods there.
šu-ma a-ḫi a-ta ù šu-ma u4-mu-kà ITU.KAM ù ITU.2.KAM a-ḫu-ru KÙ.BABBAR šu-qú-ul-ma šé-bi-lam,"If you are my brother and though your terms remain 1 or two months (more), pay the silver and send it to me."
gi-mì-lam i-na ṣé-ri-a šu-ku-un,Do me this favor.
a-wi-il5 gi-mì-lim a-na-ku,I am a man of favors.
um-ma PUZUR4.IŠTAR ù id-na-a-ma a-na en-nam-a-šur qí-bi4-ma,From Puzur-Ištar and Idnaya to Ennam-Aššur:
a-na URUDU ša pu-šu-ke-en6 iš-tí ma-ma-an lá ta-ma-ga-ar,"Regarding the copper belonging to Pūšu-kēn, do not come to an agreement with anyone."
um-ma PUZUR4.IŠTAR,From Puzur Ištar:
i-na ú-mì-im ša URUDU ú-ṣí-a-ni tí-i-ir-ta-kà li-li-kam-ma a-na-ku KÙ.BABBAR me-eḫ-ra-tim ú-šé-ba-lam,Let your message come on the (same) day when the copper goes out so that I myself may send the corresponding silver.
um-ma id-na-a-ma,From Idnaya:
a-na ku-a-im KÙ.BABBAR me-eḫ-ra-tim ú-šé-ba-lá-am,"As for mine, I will send the corresponding silver."
IGI PUZUR4-sa-tu IGI ú-ṣú-ur-ša-a-šùr DUMU ba-zi-a šu-ma is-tí DUMU en-na-sú-en6 mì-ma il5-té-qé am-tum i-ra-dì-am šu-ma lá il5-te9-qé iš-tù ni-na-mu-ru ḫa-ra-na-am iš-té-et ú-kà-ša-ad-ma am-tám ša ḫa-ra-an a-lim{ki} i-da-an,"Witnesses: Puzur-saduʾe, Uṣur-ša-Aššur s. Bazia."
IGI er-šu-ma-lik,Witness: Eršu-mālik.
a-na pu-šu-ke-en6 ù a-šur-ni-šu qí-bi-ma a-na pu-šu-ke-en6 qí-bi-ma um-ma i-ku-pí-a-ma 6,"To Pūšu-kēn and Aššur-nīšu, specifically to Pūšu-kēn, from Ikūn-pīya:"
ANŠE.ḪI.A 15 GÚ URUDU SIG5 mì-iš-lu-um ma-sí-um mì-iš-lu-um ḫa-bu-ra-ta-i-um ù ṣú-ḫa-ru-a i-na tí-ta-tim de8-ku,"With six donkeys and 15 talents fine copper--half washed and half ḫaburataum-style, my sons(/young men) were killed in DÍ-ta-tim."
ù URUDU-i i-tab-lu ra-dí-am,"Also, they carried away my copper."
ù ANŠE-ri ú-lá ar-tí-ší,And I cannot recover(?) the donkeys.
a-du-um URUDU-i-a ù da-me ša ṣú-ḫa-ri-a i-na tù-ùḫ-pì-a wa-áš-ba-ku,"Concerning my copper and the blood money of my sons/young men, I am staying in Tuḫpiya."
a-ša-me-ma a-na a-lim{ki} ša-sú-ḫa-ku,I hear that I am summoned to court in the city.
a-dí wa-ar-ḫi-im iš-té-en6 DAM.GÀR-ru-um 10 ma-na URUDU i-ša-qá-lam,"In one (more?) month, the merchant will pay out 10 minas copper."
lá KÙ.BABBAR 1,There is no silver.
GÍN a qá-tí-a ma-qí-it,A shekel falls to my account.
lá URUDU 10,(But) there is no copper.
ma-na a qá-tí-a ma-qí-it-ma ANŠE.ḪI.A a-ša-am,"Should 10 minas (silver) fall into my account, I will purchase donkesys"
a-bi a-ta be-lí a-ta a-na ma-nim ša-nim lá-áp-nu,"My dear father and lord, to whom else can I turn?"
lu 4 ANŠE.ḪI.A lu 5 ANŠE.ḪI.A a-na u4-me pá-at-ú-tim ki-ma ta-ta-na-dí-nu dí-na-ma ANŠE.ḪI.A šé-ri-a-ma a-na bu-ru-uš-ḫa-dum le-ru-ub-ma 1 GÍN KÙ.BABBAR le-li-a-ma e-en6 a-šur ša-mì-ri,Give me 4 or 5 donkeys on long terms which you are wont to let out and rustle the donkeys so they arrive in Purušḫattum so that every shekel of silver may arise and the eye of Aššur may (smile on me?)
ù šu-ma a-ta ANŠE lá tí-šu iš-tí a-ḫi-im li-qé-a-nim,"And if you have no donkeys yourself, take some from a colleague."
a-na ku-lu-ma-a qí-bi-ma,To Kulumaya:
té-er-ta-kà li-ba-al-ki-tám,Let your message ...
ma-na 6.83334 GÍN KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er šu-mì-a-bi4-a {d}NIN.ŠUBUR-ba-ni i-šu,Šumī-abīya owes Ilabrat-bāni 56 5/6 shekels refined silver.
iš-tù ḫa-mu-uš-tim ša šu-nu-nu 1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám i-na ITU.1.KAM ú-ṣa-áb,He will add 1 1/2 shekels per mina (per month) as interest from the ḫamuštum of Šū-Nunu.
ITU.KAM qá-ra-a-tum,Month: Qarrātum.
li-mu-um a-šur-SIG5,Eponymate: Aššur-damiq.
IGI ku-ra <gap> IGI iš-ma-a-a IGI i-ku-pí-a-šur,"Witnesses: Kura, Išmāya, Ikūppī-Aššur."
KÙ.BABBAR KÙ.BABBAR-áp DAM.GÀR-ri-im,The silver belongs to the merchant.
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ku-lu-ma-a a-šùr-mu-ta-bi-il5 i-šu,Kulumaya owes Aššur-mutabbil 12 minas refined silver.
iš-tù ITU.KAM tí-i-na-tim li-mu-um en-na-sú-in a-na 15 ḫa-am-ša-tim i kà-ni-iš{ki} i-ša-qal,He will pay in Kanesh 15 weeks from the month of Teʾinātum eponymate of Enna-Suen .
šu-ma i-na ma-la u4-mì-šu i kà-ni-iš{ki} KÙ.BABBAR lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-ab i-nu-ma KÙ.BABBAR ku-lu-ma-a i-ša-qú-lu ṭup-pá-am ša 12 ma-na KÙ.BABBAR ša a-šùr-mu-ta-bi-il5 i-ṣé-er ku-lu-ma-a a-na na-ru-qí-im i-na a-lim ṭup-pá-am šu-a-tí ú-ša-as-šum a-na 3 ma-na KÙ.GI ša iš-tí um-me-a-ni i-na É i-dí-a-bi-im i-na ṭup-pí-im ša na-ru-uq ku-lu-ma-a šu-mì a-šùr-mu-ta-bi-il5 lá-ap-tù a-šùr-mu-ta-bi-il5 a-na ku-lu-ma-a lá i-tù-a-ar a-wa-tum a-ni-a-tum me-ḫe-er ṭup-pí-im ḫa-ar-mì-im IGI i-dí-ku-bi4-im DUMU a-šùr-ma-lik IGI i-da-<gap>-na-ZU DUMU <gap>-tí-in IGI da-da-a-a DUMU a-a-li a-wi-lu-ú a-ni-ú-tum i ṭup-pí-šu ḫa-ar-mì-im kà-an-ku ṭup-pá-am a-šu-mì GÁN-lim lá šé-tù-qí-im lá nu-šé-bi4-lá-kum šu-ma a-ma-kam ša-ak-ṣa-tim e-ta-wu-ma KÙ.BABBAR ša-qá-lam la i-mu-a <gap> šu-up-ra-ma a pí-i té-er-tí-kà ṭup-pá-am lu nu-šé-bi4-lá-kum,"If he does not pay the silver in Kanesh at the fulfillment of his term, he will add interest at the colony rate."
KIŠIB PUZUR4-a-šur DUMU sú-en6-na-da KIŠIB šu-IŠTAR DUMU i-li-li KIŠIB a-šur-DU10 DUMU i-da,"Seals: Puzur-Aššur s. Suen-nādā, Šū-Ištar s. Ilili, Aššur-ṭāb s. Ida."
ša ḫu-bu-ul a-šur-DU10 ša 2.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-DU10,Regarding the debt of Aššur-ṭāb.
a-šur-SIPA i-šu,Aššur-ṭāb owes Aššur-rēʾī 2 1/2 minas refined silver.
iš-tù ḫa-muš-tim ša a-šur-SIPA ù lá-qé-pí-im a-na 15 ḫa-am-ša-tim i-ša-qal šu-ma i-na u4-mì-šu ma-al-ú-tim lá iš-qúl ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám i-na ITU.KAM-im,He will pay 15 weeks from the ḫamuštum of Aššur-rēʾī and Lāqēpim.
ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-šur-DU10 DUMU i-da,"If he does not pay on time, he will add the rate of the colony of 1 1/2 shekels per mina per month as interest."
KIŠIB {d}en-LÍL-ba-ni DUMU GAL-a-šur KIŠIB LUGAL-{d}IŠKUR DUMU nu-ur-sú 12,"Seals: Enlil-bāni s. Rab-Aššur, Šar-Adad s. Nūr-Suen."
GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er LUGAL-{d}IŠKUR DUMU nu-ur-sú DAM.GÀR i-šu,Šar-Adad s. Nūr-Suen owes the merchant 12 shekels refined silver.
iš-tù ḫa-mu-uš-tim ša ḫa-na-a ITU.KAM ku-zal-li li-mu-um e-na-sú-en6 DUMU šu-a-šur a-na 8 ḫa-am-ša-tim i-ša-qal,"He will pay 8 weeks from ḫamuštum of Ḫanaya, month Kuzalli, eponymate Enna-Suen s. Šū-Aššur."
šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,"If he does not pay, he will add 1 1/2 shekels per mina per month as interest."
a-na a-šur-i-mì-tí DUMU en-na-nim qí-bi-ma um-ma pu-šu-ke-en6 5,"To Aššur-imittī son of Ennānim, thus Pūšu-kēn:"
GÚ 20 ma-na a-wi-it-kà 5.66666,Your awītum valuation is 5 talents 20 minas.
ma-na 5 GÍN.TA da-tum ša a-dí kà-ni-iš 30.66666,The dātum tax up to Kaneš is 5 2/3 minas at a 5 shekel rate.
ma-na da-tum ik-šu-dam 15,A dātum assessment fell at 30 2/3 minas (tin?) .
GÍN qá-qá-ad sà-ri-dim 0.5,The head-tax on the drivers was 15 shekels.
ma-na ta-ší-a-tum ša SA.TU 0.5,The tašiatum of the ŠA.TU was 1/2 mina.
ma-na aš-ru-kà ú-ku-ul-tí sà-ri-dim 8,The AŠ-a-dum feed of the drivers was 1/2 mina.
ma-na ni-is-ḫa-tum ša É.GAL-lim 11.33333,The excise-tax of the palace was 8 minas.
ma-na mu-ṭá šu-uq-la-tí-kà ù AN.NA qá-tí-kà,The deficiencies of your packs (and your hand tin?) was 11 1/3 minas.
<gap> i-na 4 GÚ 40 ma-na qá-tum AN.NA-ak qá-tí-kà 51 ma-na 15 GÍN gám-ra-am,X from 4 talents 40 minas together with your hand tin- 51 minas 15 shekels was expended.
ú-ṣa-ḫe-er-ma 3 GÚ 48.66666 ma-na 5 GÍN AN.NA-kà iz-ku-am,I deducted it and they cleared 3 talents 48 minas and 45 shekels of your tin.
ŠÀ.BA 1 GÚ ì-lí-a-lúm il5-qé 1,"Thereof, Ilī-ālim took 1 talent."
GÚ 2 ma-na 15 GÍN lu-lu il5-qé 9,Lulu took 1 talent 2 minas 15 shekels.
GÍN.TA 6.83333 ma-na 5 GÍN KÙ.BABBAR-áp-kà ŠÀ.BA 7.66666,"At a 9 shekel rate, your silver was 6 minas 55 shekels."
GÍN ša-du-a-tám a-na kur-ub-IŠTAR a-dí-in,"Thereof, I gave Kurub-Ištar 7 2/3 shekels for the shipping charges."
ší-tí KÙ.BABBAR-pí-kà 6.66666 ma-na 8 0.33333,The remainder of your silver is 6 minas 40 shekels.
GÍN ku-nu-ki-a kur-ub-IŠTAR na-áš-a-kum 1,Kurub-Ištar brings you 1/3 shekels under my seal.
GÚ 46.5 ma-na AN.NA ša iz-ku-a-ni i li-bi4-a,"1 talent 46 minas of tin which they cleared, is in my charge."
i-na 10 {TÚG}ku-ta-ni-kà lu ni-is-ḫa-tum lu ší-mu-um 9 TÚG iz-ku-ú-nim ù 8,"From your 10 kutānum textiles, both the excise tariff and the purchases (tithe) tariff, they cleared 9 textiles."
TÚG šu-ru-tim ša li-wi-tim a qá-tí-ku-nu a É kà-ri-im a-dí,Then 8 šurūtum textiles from the wrappings a deposited at the colony office to your account.
ší-tám a-šur-SIPA i-dí,Aššur-rē'ī deposited the remainder.
i-na 5.5 ma-na KÙ.BABBAR ša ḫa-bu-lá-ku-ni 0.66666 ma-na ar-nu-um,"From the 5 1/2 minas silver which I owe, 2/3 minas is a fine."
lu ša 6 GÍN AN.NA-ki-kà lu TÚG-ba-tí-kà É kà-ri-im áš-qúl,Both that of the 6 shekels of your tin and your textiles I paid (to/at) the colony office.
